setid,"Pressure, kPa","Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aAPYi,2500,293.15,0.12466,940.76,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,293.15,0.21262,1009.27,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,293.15,0.29186,1056.61,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,293.15,0.31855,1070.62,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,293.15,0.41984,1113.96,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,293.15,0.48466,1136.31,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,293.15,0.57131,1161.75,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,293.15,0.68271,1188.51,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,293.15,0.79194,1210,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,293.15,0.93175,1231.9,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,298.15,0.05056,857.88,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,298.15,0.10296,915.61,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,298.15,0.12466,936.81,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,298.15,0.21262,1005.45,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,298.15,0.29186,1052.97,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,298.15,0.31855,1066.9,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,298.15,0.41984,1110.35,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,298.15,0.48466,1132.76,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,298.15,0.57131,1158.2,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,298.15,0.68271,1185.01,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,298.15,0.79194,1206.51,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,298.15,0.93175,1228.53,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,303.15,0.05056,853.85,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,303.15,0.10296,911.7,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,303.15,0.12466,932.93,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,303.15,0.21262,1001.68,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,303.15,0.29186,1049.46,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,303.15,0.31855,1063.29,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,303.15,0.41984,1106.82,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,303.15,0.48466,1129.22,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,303.15,0.57131,1154.71,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,303.15,0.68271,1181.59,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,303.15,0.79194,1203.1,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,303.15,0.93175,1225.06,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,313.15,0.05056,845.7,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,313.15,0.10296,903.78,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,313.15,0.12466,925.01,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,313.15,0.21262,994.08,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,313.15,0.29186,1042.32,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,313.15,0.31855,1055.91,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,313.15,0.41984,1099.64,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,313.15,0.48466,1122.08,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,313.15,0.57131,1147.66,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,313.15,0.68271,1174.61,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,313.15,0.79194,1196.17,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,313.15,0.93175,1218.16,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,323.15,0.05056,837.47,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,323.15,0.10296,895.85,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,323.15,0.12466,917.14,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,323.15,0.21262,986.48,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,323.15,0.29186,1035.04,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,323.15,0.31855,1048.63,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,323.15,0.41984,1092.5,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,323.15,0.48466,1115,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,323.15,0.57131,1140.71,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,323.15,0.68271,1167.74,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,323.15,0.79194,1189.35,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,323.15,0.93175,1211.42,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,333.15,0.05056,829.15,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,333.15,0.10296,887.83,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,333.15,0.12466,909.17,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,333.15,0.21262,978.86,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,333.15,0.29186,1027.68,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,333.15,0.31855,1041.25,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,333.15,0.41984,1085.39,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,333.15,0.48466,1107.91,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,333.15,0.57131,1133.8,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,333.15,0.68271,1160.86,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,333.15,0.79194,1182.51,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,333.15,0.93175,1204.68,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,343.15,0.05056,820.66,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,343.15,0.10296,879.77,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,343.15,0.12466,901.47,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,343.15,0.21262,971.48,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,343.15,0.29186,1020.57,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,343.15,0.31855,1034.03,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,343.15,0.41984,1078.52,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,343.15,0.48466,1100.97,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,343.15,0.57131,1126.98,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,343.15,0.68271,1154.1,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,343.15,0.79194,1175.81,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,2500,343.15,0.93175,1198.02,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,283.15,0.05056,871.83,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,283.15,0.10296,929.13,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,283.15,0.12466,950.16,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,283.15,0.21262,1018.48,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,283.15,0.29186,1066.03,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,283.15,0.31855,1079.51,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,283.15,0.41984,1122.61,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,283.15,0.48466,1144.88,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,283.15,0.57131,1170.16,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,283.15,0.68271,1196.85,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,283.15,0.79194,1218.19,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,283.15,0.93175,1239.9,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,293.15,0.05056,863.83,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,293.15,0.10296,921.37,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,293.15,0.12466,942.46,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,293.15,0.21262,1010.81,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,293.15,0.29186,1058.04,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,293.15,0.31855,1071.98,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,293.15,0.41984,1115.24,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,293.15,0.48466,1137.55,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,293.15,0.57131,1162.92,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,293.15,0.68271,1189.64,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,293.15,0.79194,1211.08,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,293.15,0.93175,1233,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,298.15,0.05056,859.83,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,298.15,0.10296,917.4,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,298.15,0.12466,938.54,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
aAPYi,5000,298.15,0.21262,1007.01,Matkowska et al. (2010),Density,Liquid,AAIsrh,CCO,ethanol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
