setid,"Temperature, K","MolaLity of 1,3-dimethylimidazolium methylsulfate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lBEzS,298.15,0.0154,101,778.02,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,298.15,0.0262,101,778.92,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,298.15,0.0367,101,779.78,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,298.15,0.0442,101,780.39,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,298.15,0.0552,101,781.25,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,298.15,0.0697,101,782.39,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,298.15,0.1092,101,785.54,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,298.15,0.1516,101,788.85,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,298.15,0.2159,101,793.88,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,298.15,0.2981,101,799.99,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,298.15,0.4347,101,809.98,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,298.15,0.5442,101,817.8,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,298.15,0.8609,101,839.07,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,308.15,0.0154,101,767.2,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,308.15,0.0262,101,768.15,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,308.15,0.0367,101,769.04,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,308.15,0.0442,101,769.64,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,308.15,0.0552,101,770.6,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,308.15,0.0697,101,771.79,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,308.15,0.1092,101,775.06,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,308.15,0.1516,101,778.45,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,308.15,0.2159,101,783.51,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,308.15,0.2981,101,789.92,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,308.15,0.4347,101,799.82,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,308.15,0.5442,101,807.73,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,308.15,0.8609,101,828.64,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,318.15,0.0154,101,756.08,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,318.15,0.0262,101,757.02,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,318.15,0.0367,101,757.94,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,318.15,0.0442,101,758.56,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,318.15,0.0552,101,759.47,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,318.15,0.0697,101,760.65,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,318.15,0.1092,101,763.89,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,318.15,0.1516,101,767.29,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,318.15,0.2159,101,772.5,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,318.15,0.2981,101,779.03,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,318.15,0.4347,101,788.98,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,318.15,0.5442,101,797.07,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,318.15,0.8609,101,818.22,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,328.15,0.0154,101,745.07,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,328.15,0.0262,101,746.08,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,328.15,0.0367,101,746.91,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,328.15,0.0442,101,747.53,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,328.15,0.0552,101,748.49,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,328.15,0.0697,101,749.74,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,328.15,0.1092,101,753.13,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,328.15,0.1516,101,756.65,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,328.15,0.2159,101,761.83,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,328.15,0.2981,101,768.5,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,328.15,0.4347,101,778.24,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,328.15,0.5442,101,786.34,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
lBEzS,328.15,0.8609,101,808.33,Shekaari and Mousavi (2010),Density,Liquid,AAHueB,CC#N,acetonitrile,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,
