setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EMCXw,293.15,0.0182,101,983.51,Gadzuric et al. (2014),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
EMCXw,293.15,0.0658,101,1076.12,Gadzuric et al. (2014),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
EMCXw,293.15,0.099,101,1128.83,Gadzuric et al. (2014),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
EMCXw,293.15,0.1925,101,1243.41,Gadzuric et al. (2014),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
EMCXw,293.15,0.2995,101,1334.81,Gadzuric et al. (2014),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
EMCXw,293.15,0.4032,101,1399.72,Gadzuric et al. (2014),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
EMCXw,293.15,0.5012,101,1446.97,Gadzuric et al. (2014),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
EMCXw,293.15,0.6048,101,1487.12,Gadzuric et al. (2014),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
EMCXw,293.15,0.7078,101,1520.04,Gadzuric et al. (2014),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
EMCXw,293.15,0.806,101,1546.68,Gadzuric et al. (2014),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,,,
