setid,"Temperature, K",Mole fraction of 1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tDlOX,308.15,0.4001,100,993.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,308.15,0.4996,100,1024,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,308.15,0.5995,100,1050.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,308.15,0.6979,100,1073.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,308.15,0.7993,100,1093.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,308.15,0.9,100,1110.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,308.15,1,100,1126.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,313.15,0,100,794.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,313.15,0.0999,100,858.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,313.15,0.1999,100,911,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,313.15,0.2996,100,953.8,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,313.15,0.4001,100,989.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,313.15,0.4996,100,1020.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,313.15,0.5995,100,1047.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,313.15,0.6979,100,1069.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,313.15,0.7993,100,1090.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,313.15,0.9,100,1107.4,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,313.15,1,100,1123.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,318.15,0,100,790.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,318.15,0.0999,100,855.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,318.15,0.1999,100,907.4,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,318.15,0.2996,100,950.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,318.15,0.4001,100,986.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,318.15,0.4996,100,1017.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,318.15,0.5995,100,1044.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,318.15,0.6979,100,1066.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,318.15,0.7993,100,1087.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,318.15,0.9,100,1104.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,318.15,1,100,1120.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
