setid,"Temperature, K",Mole fraction of 1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tDlOX,288.15,0,100,813.4,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,288.15,0.0999,100,877.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,288.15,0.1999,100,928.8,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,288.15,0.2996,100,971.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,288.15,0.4001,100,1007,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,288.15,0.4996,100,1037.4,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,288.15,0.5995,100,1063.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,288.15,0.6979,100,1086.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,288.15,0.7993,100,1106.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,288.15,0.9,100,1123.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,288.15,1,100,1139.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,293.15,0,100,809.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,293.15,0.0999,100,873.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,293.15,0.1999,100,925.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,293.15,0.2996,100,967.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,293.15,0.4001,100,1003.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,293.15,0.4996,100,1034,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,293.15,0.5995,100,1060.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,293.15,0.6979,100,1082.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,293.15,0.7993,100,1103.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,293.15,0.9,100,1120.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,293.15,1,100,1136.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,298.15,0,100,805.8,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,298.15,0.0999,100,869.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,298.15,0.1999,100,921.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,298.15,0.2996,100,964.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,298.15,0.4001,100,1000.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,298.15,0.4996,100,1030.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,298.15,0.5995,100,1057.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,298.15,0.6979,100,1079.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,298.15,0.7993,100,1100,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,298.15,0.9,100,1117.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,298.15,1,100,1133,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,303.15,0,100,802,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,303.15,0.0999,100,866.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,303.15,0.1999,100,918.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,303.15,0.2996,100,960.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,303.15,0.4001,100,996.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,303.15,0.4996,100,1027.3,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,303.15,0.5995,100,1053.9,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,303.15,0.6979,100,1076.4,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,303.15,0.7993,100,1096.8,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,303.15,0.9,100,1113.8,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,303.15,1,100,1129.7,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,308.15,0,100,798.1,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,308.15,0.0999,100,862.6,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,308.15,0.1999,100,914.5,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
tDlOX,308.15,0.2996,100,957.2,Wei et al. (2020a),Density,Liquid,AApAEZ,CC[n+]1ccn(CCOC)c1.N#C[S-],1-ethyl-3-(2-methoxyethyl)imidazolium thiocyanate,AAONVE,CCCCO,butan-1-ol,,,
