setid,"Temperature, K","MolaLity of disodium ceftriaxone, mol/kg",Solvent: Weight fraction of 1-octyl-4-methylpyridinium bromide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jiaTr,293.15,0.1392,0,100,1035.38,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.1392,0.02,100,1038.22,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.1393,0.015,100,1037.46,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.1713,0.015,100,1045.39,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.1719,0.02,100,1046.34,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.172,0.01,100,1044.78,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.1737,0,100,1044.01,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.2166,0,100,1054.37,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.2175,0.01,100,1055.69,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.2182,0.015,100,1056.64,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.2185,0.02,100,1057.53,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.2658,0,100,1065.9,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.2658,0.01,100,1066.89,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.2668,0.015,100,1067.89,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.2671,0.02,100,1068.76,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.3045,0.01,100,1075.57,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.3056,0.015,100,1076.6,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.306,0,100,1075.01,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,293.15,0.306,0.02,100,1077.52,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0,0,100,997.042,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0,0.01,100,998.379,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0,0.015,100,999.123,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0,0.02,100,999.874,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.0184,0.015,100,1004.27,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.0188,0.02,100,1005.14,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.0193,0.01,100,1003.75,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.0194,0,100,1002.42,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.0469,0.01,100,1011.26,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.0471,0.02,100,1012.85,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.0485,0,100,1010.35,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.0485,0.015,100,1012.46,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.0767,0.015,100,1019.94,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.0768,0.01,100,1019.24,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.0769,0.02,100,1020.78,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.0773,0,100,1018.01,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.1069,0.01,100,1027.04,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.1075,0.02,100,1028.72,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.1077,0.015,100,1027.99,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.1382,0.01,100,1034.94,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.1392,0,100,1033.92,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.1392,0.02,100,1036.73,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.1393,0.015,100,1036,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.1713,0.015,100,1043.89,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.1719,0.02,100,1044.81,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.172,0.01,100,1043.27,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.1737,0,100,1042.49,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.2166,0,100,1052.81,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.2175,0.01,100,1054.1,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.2182,0.015,100,1055.06,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.2185,0.02,100,1055.92,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.2658,0,100,1064.29,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.2658,0.01,100,1065.15,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.2668,0.015,100,1066.25,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.2671,0.02,100,1067.16,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.3045,0.01,100,1073.79,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.3056,0.015,100,1074.86,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.306,0,100,1073.3,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,298.15,0.306,0.02,100,1075.81,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,303.15,0,0,100,995.646,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
jiaTr,303.15,0,0.01,100,996.945,Mehrdad and Ghorbanipour (2019),Density,Liquid,ACLFYK,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c(=O)[n-]n3C)CS[C@H]12)c1csc(N)n1.[Na+].[Na+],disodium ceftriaxone,ABDCpZ,CCCCCCCC[n+]1ccc(C)cc1.[Br-],1-octyl-4-methylpyridinium bromide,AADYJk,O,water
