setid,"MolaLity of 1,1'-(hexane-1,6-diyl)bis(3-methyl-1H-imidazol-3-ium) bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
aLYOB,0.0814,298.15,101,1006.92,Chen et al. (2015a),Density,Liquid,AADYJk,O,water,ABaZrZ,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.[Br-].[Br-],"1,1'-(hexane-1,6-diyl)bis(3-methyl-1H-imidazol-3-ium) bromide",,,
aLYOB,0.1,298.15,101,1009.1,Chen et al. (2015a),Density,Liquid,AADYJk,O,water,ABaZrZ,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.[Br-].[Br-],"1,1'-(hexane-1,6-diyl)bis(3-methyl-1H-imidazol-3-ium) bromide",,,
aLYOB,0.1206,298.15,101,1011.5,Chen et al. (2015a),Density,Liquid,AADYJk,O,water,ABaZrZ,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.[Br-].[Br-],"1,1'-(hexane-1,6-diyl)bis(3-methyl-1H-imidazol-3-ium) bromide",,,
aLYOB,0.1403,298.15,101,1013.75,Chen et al. (2015a),Density,Liquid,AADYJk,O,water,ABaZrZ,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.[Br-].[Br-],"1,1'-(hexane-1,6-diyl)bis(3-methyl-1H-imidazol-3-ium) bromide",,,
aLYOB,0.1772,298.15,101,1017.94,Chen et al. (2015a),Density,Liquid,AADYJk,O,water,ABaZrZ,C[n+]1ccn(CCCCCCn2cc[n+](C)c2)c1.[Br-].[Br-],"1,1'-(hexane-1,6-diyl)bis(3-methyl-1H-imidazol-3-ium) bromide",,,
