setid,"Mole fraction of 1,2-dimethylbenzene","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PfWvH,0,101,283.15,1385.92,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
PfWvH,0.0532,101,283.15,1376.62,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
PfWvH,0.1029,101,283.15,1367.58,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
PfWvH,0.217,101,283.15,1342.85,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
PfWvH,0.299,101,283.15,1322.62,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
PfWvH,0.3413,101,283.15,1310.88,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
PfWvH,0.403,101,283.15,1292.18,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
PfWvH,0.6583,101,283.15,1187.05,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
PfWvH,0.7506,101,283.15,1132.29,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
PfWvH,1,101,283.15,888.1,Gonzalez et al. (2015c),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",ABiCtA,CCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,,,
