setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vagyb,293.15,0,101,878.23,Huo et al. (2007),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
vagyb,293.15,0.34,101,1166.34,Huo et al. (2007),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
vagyb,293.15,0.3995,101,1197.59,Huo et al. (2007),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
vagyb,293.15,0.4999,101,1239.2,Huo et al. (2007),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
vagyb,293.15,0.5999,101,1274.2,Huo et al. (2007),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
vagyb,293.15,0.7,101,1304.3,Huo et al. (2007),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
vagyb,293.15,0.8003,101,1329.8,Huo et al. (2007),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
vagyb,293.15,0.9001,101,1351.5,Huo et al. (2007),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
vagyb,293.15,1,101,1371.6,Huo et al. (2007),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
vagyb,298.15,0,101,873.11,Huo et al. (2007),Density,Liquid,AAPBFE,c1ccccc1,benzene,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
