setid,Mole fraction of ethanol,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OOEDd,0.0475,0.9409,298.15,100,1005.75,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.0555,0.9174,298.15,100,1030.64,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.0661,0.8839,298.15,100,1058.76,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.0844,0.9044,298.15,100,993.14,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.0894,0.819,298.15,100,1088.93,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.0971,0.3675,298.15,100,1187,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.0971,0.5483,298.15,100,1169.62,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.1145,0.7501,298.15,100,1107.42,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.1282,0.1706,298.15,100,1192,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.1379,0.8159,298.15,100,1029.61,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.1833,0.7345,298.15,100,1051.17,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.1968,0.3269,298.15,100,1166.3,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.1994,0.4862,298.15,100,1142.28,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.2136,0.7443,298.15,100,999.68,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.2255,0.6561,298.15,100,1065.53,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.2286,0.7619,298.15,100,944.33,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.2592,0.7195,298.15,100,956.33,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.2777,0.6496,298.15,100,1014.43,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.2969,0.2862,298.15,100,1142.44,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.2971,0.6652,298.15,100,968.91,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.2976,0.4266,298.15,100,1113.42,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.309,0.1352,298.15,100,1158.1,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.3319,0.566,298.15,100,1025.44,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.3461,0.6352,298.15,100,927.4,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.3752,0.5619,298.15,100,978.24,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.3912,0.5762,298.15,100,936.71,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.399,0.2446,298.15,100,1114.35,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.3991,0.3649,298.15,100,1080.6,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.4085,0.1157,298.15,100,1134.3,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.4361,0.4777,298.15,100,986.44,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.4416,0.5424,298.15,100,899.64,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.4749,0.4723,298.15,100,943.18,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.4771,0.5165,298.15,100,875.6,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.4992,0.2038,298.15,100,1082.19,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.5417,0.3883,298.15,100,948.01,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.5749,0.3823,298.15,100,909.95,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.5975,0.381,298.15,100,876.81,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.5979,0.2442,298.15,100,1005.19,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.5993,0.1631,298.15,100,1044.01,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.6769,0.3138,298.15,100,844.17,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.6966,0.1235,298.15,100,999.87,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.6989,0.1829,298.15,100,959.62,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.731,0.2279,298.15,100,879.85,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.7977,0.0823,298.15,100,944.17,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.8227,0.1502,298.15,100,847.86,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
OOEDd,0.825,0.17,298.15,100,814.68,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate
