setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jVTek,293.15,0,100,1027.9,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,293.15,0.05,100,1055,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,293.15,0.0998,100,1080.6,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,293.15,0.2001,100,1119.9,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,293.15,0.303,100,1150,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,293.15,0.4001,100,1174.9,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,293.15,0.5027,100,1199.7,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,293.15,0.6092,100,1230.1,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,293.15,0.7001,100,1256.9,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,293.15,0.8017,100,1289.8,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,293.15,0.9087,100,1329,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,293.15,0.9496,100,1345.8,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,293.15,1,100,1371.2,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,303.15,0,100,1019.2,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,303.15,0.05,100,1046.2,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,303.15,0.0998,100,1071.9,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,303.15,0.2001,100,1111.2,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,303.15,0.303,100,1141.3,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,303.15,0.4001,100,1166.2,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,303.15,0.5027,100,1191,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,303.15,0.6092,100,1221.4,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,303.15,0.7001,100,1248.2,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,303.15,0.8017,100,1281.1,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,303.15,0.9087,100,1320.3,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,303.15,0.9496,100,1337.1,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,303.15,1,100,1362.8,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,313.15,0,100,1010.4,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,313.15,0.05,100,1037.5,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,313.15,0.0998,100,1063.2,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,313.15,0.2001,100,1102.4,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,313.15,0.303,100,1132.6,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,313.15,0.4001,100,1157.5,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,313.15,0.5027,100,1182.2,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,313.15,0.6092,100,1212.7,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,313.15,0.7001,100,1239.5,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
jVTek,313.15,0.8017,100,1272.4,Bahadur et al. (2016b),Density,Liquid,AAXFxu,CC(=O)c1ccccc1,acetophenone,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,,,
