setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
VyIWR,283.15,0.05263,100,993.9,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
VyIWR,283.15,0.08878,100,1014.8,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
VyIWR,283.15,0.18299,100,1057.6,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
VyIWR,283.15,0.28996,100,1094.7,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
VyIWR,283.15,0.3844,100,1120.4,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
VyIWR,283.15,0.50137,100,1146,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
VyIWR,283.15,0.59355,100,1162.7,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
VyIWR,283.15,0.69037,100,1177.5,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
VyIWR,283.15,0.78659,100,1190.1,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
VyIWR,283.15,0.88018,100,1200.8,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
VyIWR,283.15,0.95029,100,1208,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
VyIWR,293.15,0.05263,100,984.8,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
VyIWR,293.15,0.08878,100,1005.8,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
VyIWR,293.15,0.18299,100,1049,Gutierrez et al. (2018),Density,Liquid,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AAOCWD,CN(C)C=O,dimethylformamide,,,
