setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jIQOt,303.15,0,96.7,931.9,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,303.15,0.155,96.7,967.2,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,303.15,0.301,96.7,989.8,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,303.15,0.392,96.7,999.9,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,303.15,0.503,96.7,1009.7,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,303.15,0.63,96.7,1018.8,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,303.15,0.794,96.7,1027.7,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,303.15,0.887,96.7,1032.1,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,303.15,1,96.7,1036.1,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,308.15,0,96.7,927.3,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,308.15,0.155,96.7,962.9,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,308.15,0.301,96.7,986.1,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,308.15,0.392,96.7,996.5,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,308.15,0.503,96.7,1006.3,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,308.15,0.63,96.7,1015.7,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,308.15,0.794,96.7,1024.6,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,308.15,0.887,96.7,1029.1,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,308.15,1,96.7,1033.2,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,313.15,0,96.7,922.7,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,313.15,0.155,96.7,958.8,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,313.15,0.301,96.7,982.5,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,313.15,0.392,96.7,993,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,313.15,0.503,96.7,1003,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,313.15,0.63,96.7,1012.6,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,313.15,0.794,96.7,1021.6,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,313.15,0.887,96.7,1026.1,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,313.15,1,96.7,1030.4,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,318.15,0,96.7,918.1,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,318.15,0.155,96.7,954.9,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,318.15,0.301,96.7,978.8,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,318.15,0.392,96.7,989.5,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,318.15,0.503,96.7,999.7,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,318.15,0.63,96.7,1009.5,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,318.15,0.794,96.7,1018.6,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,318.15,0.887,96.7,1023.2,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,318.15,1,96.7,1027.6,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,323.15,0,96.7,913.4,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,323.15,0.155,96.7,951,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,323.15,0.301,96.7,975.2,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,323.15,0.392,96.7,986.1,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
jIQOt,323.15,0.503,96.7,996.5,Yang et al. (2017c),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride,,,
