setid,"Temperature, K","MolaLity of N,N-dimethyl-N-(phenylmethyl)benzenemethanaminium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QcHLs,298.15,0.020975,101,998.5,Tutaj et al. (2001),Density,Liquid,AADYJk,O,water,ABGuhY,[Br-].C[N+](CC1=CC=CC=C1)(CC1=CC=CC=C1)C,"N,N-dimethyl-N-(phenylmethyl)benzenemethanaminium bromide",,,
QcHLs,298.15,0.03141,101,999.2,Tutaj et al. (2001),Density,Liquid,AADYJk,O,water,ABGuhY,[Br-].C[N+](CC1=CC=CC=C1)(CC1=CC=CC=C1)C,"N,N-dimethyl-N-(phenylmethyl)benzenemethanaminium bromide",,,
QcHLs,298.15,0.04199,101,999.9,Tutaj et al. (2001),Density,Liquid,AADYJk,O,water,ABGuhY,[Br-].C[N+](CC1=CC=CC=C1)(CC1=CC=CC=C1)C,"N,N-dimethyl-N-(phenylmethyl)benzenemethanaminium bromide",,,
QcHLs,298.15,0.064102,101,1001.4,Tutaj et al. (2001),Density,Liquid,AADYJk,O,water,ABGuhY,[Br-].C[N+](CC1=CC=CC=C1)(CC1=CC=CC=C1)C,"N,N-dimethyl-N-(phenylmethyl)benzenemethanaminium bromide",,,
QcHLs,298.15,0.08486,101,1002.8,Tutaj et al. (2001),Density,Liquid,AADYJk,O,water,ABGuhY,[Br-].C[N+](CC1=CC=CC=C1)(CC1=CC=CC=C1)C,"N,N-dimethyl-N-(phenylmethyl)benzenemethanaminium bromide",,,
QcHLs,298.15,0.10444,101,1004.1,Tutaj et al. (2001),Density,Liquid,AADYJk,O,water,ABGuhY,[Br-].C[N+](CC1=CC=CC=C1)(CC1=CC=CC=C1)C,"N,N-dimethyl-N-(phenylmethyl)benzenemethanaminium bromide",,,
QcHLs,298.15,0.16708,101,1008.2,Tutaj et al. (2001),Density,Liquid,AADYJk,O,water,ABGuhY,[Br-].C[N+](CC1=CC=CC=C1)(CC1=CC=CC=C1)C,"N,N-dimethyl-N-(phenylmethyl)benzenemethanaminium bromide",,,
QcHLs,298.15,0.25065,101,1013.6,Tutaj et al. (2001),Density,Liquid,AADYJk,O,water,ABGuhY,[Br-].C[N+](CC1=CC=CC=C1)(CC1=CC=CC=C1)C,"N,N-dimethyl-N-(phenylmethyl)benzenemethanaminium bromide",,,
QcHLs,298.15,0.3448,101,1019.2,Tutaj et al. (2001),Density,Liquid,AADYJk,O,water,ABGuhY,[Br-].C[N+](CC1=CC=CC=C1)(CC1=CC=CC=C1)C,"N,N-dimethyl-N-(phenylmethyl)benzenemethanaminium bromide",,,
