setid,"Temperature, K",Mole fraction of 1-butylpyridinium dicyanamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cyKIY,293.15,0.3993,100,990.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,293.15,0.4897,100,1010.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,293.15,0.6017,100,1029.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,293.15,0.693,100,1041.6,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,293.15,0.7974,100,1053.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,293.15,0.905,100,1063.6,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,293.15,1,100,1071.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,298.15,0,100,785.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,298.15,0.0999,100,869.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,298.15,0.201,100,923.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,298.15,0.2996,100,960.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,298.15,0.3993,100,987.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,298.15,0.4897,100,1006.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,298.15,0.6017,100,1025.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,298.15,0.693,100,1038.4,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,298.15,0.7974,100,1050.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,298.15,0.905,100,1060.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,298.15,1,100,1068.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,303.15,0,100,781,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,303.15,0.0999,100,865.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,303.15,0.201,100,919.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,303.15,0.2996,100,956.6,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,303.15,0.3993,100,984.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,303.15,0.4897,100,1003.6,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,303.15,0.6017,100,1022.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,303.15,0.693,100,1035.2,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,303.15,0.7974,100,1047.2,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,303.15,0.905,100,1057.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,303.15,1,100,1065.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,308.15,0,100,776.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,308.15,0.0999,100,861.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,308.15,0.201,100,916.2,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,308.15,0.2996,100,953.2,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,308.15,0.3993,100,980.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,308.15,0.4897,100,1000.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,308.15,0.6017,100,1019.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,308.15,0.693,100,1032.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,308.15,0.7974,100,1044,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,308.15,0.905,100,1054.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,308.15,1,100,1062.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,313.15,0,100,772.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,313.15,0.0999,100,857.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,313.15,0.201,100,912.6,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,313.15,0.2996,100,949.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,313.15,0.3993,100,977.5,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,313.15,0.4897,100,997,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,313.15,0.6017,100,1016.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,313.15,0.693,100,1029,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,313.15,0.7974,100,1041,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,313.15,0.905,100,1051.2,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,313.15,1,100,1059.7,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,318.15,0,100,767.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,318.15,0.0999,100,854,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,318.15,0.201,100,909,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,318.15,0.2996,100,946.3,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,318.15,0.3993,100,974.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,318.15,0.4897,100,993.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,318.15,0.6017,100,1013.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,318.15,0.693,100,1025.8,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,318.15,0.7974,100,1037.9,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,318.15,0.905,100,1048.1,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
cyKIY,318.15,1,100,1056.6,Xing et al. (2019a),Density,Liquid,AAmufZ,CCCC[n+]1ccccc1.N#C[N-]C#N,1-butylpyridinium dicyanamide,AAIsrh,CCO,ethanol,,,
