setid,"Temperature, K","Mole fraction of 2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HHkaE,293.15,0.0258,101,1036.96,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,293.15,0.0511,101,1063.09,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,293.15,0.074,101,1083.32,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,293.15,0.1027,101,1098.55,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,293.15,0.1443,101,1111.86,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,293.15,0.1965,101,1122.77,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,293.15,0.2705,101,1132.07,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,293.15,0.2957,101,1133.96,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,293.15,0.3897,101,1138.6,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,293.15,0.5347,101,1140.9,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,293.15,0.6044,101,1141.7,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,293.15,0.6931,101,1141.4,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,293.15,0.7565,101,1141.8,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,293.15,0.8375,101,1142.4,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,293.15,0.8996,101,1143,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,293.15,0.94,101,1143.2,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,293.15,0.9611,101,1143.4,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.0258,101,1035.09,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.0511,101,1060.72,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.074,101,1080.6,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.1027,101,1095.58,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.1443,101,1108.71,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.1965,101,1119.53,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.2705,101,1128.8,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.2957,101,1130.7,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.3897,101,1135.4,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.5347,101,1137.7,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.6044,101,1138.4,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.6931,101,1138.1,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.7565,101,1138.6,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.8375,101,1139.2,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.8996,101,1139.8,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.94,101,1140.1,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,298.15,0.9611,101,1140.2,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,303.15,0.0258,101,1033.07,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,303.15,0.0511,101,1058.28,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,303.15,0.074,101,1077.82,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,303.15,0.1027,101,1092.58,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,303.15,0.1443,101,1105.56,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,303.15,0.1965,101,1116.28,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,303.15,0.2705,101,1125.54,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,303.15,0.2957,101,1127.45,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,303.15,0.3897,101,1132.2,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,303.15,0.5347,101,1134.5,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,303.15,0.6044,101,1135.2,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
