setid,"Temperature, K","Mole fraction of 2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
HHkaE,303.15,0.6931,101,1134.8,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,303.15,0.7565,101,1135.3,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,303.15,0.8375,101,1135.9,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,303.15,0.8996,101,1136.6,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,303.15,0.94,101,1136.9,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,303.15,0.9611,101,1137,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.0258,101,1030.91,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.0511,101,1055.74,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.074,101,1074.99,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.1027,101,1089.55,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.1443,101,1102.31,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.1965,101,1113.02,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.2705,101,1122.29,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.2957,101,1124.2,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.3897,101,1129,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.5347,101,1131.3,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.6044,101,1132,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.6931,101,1131.6,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.7565,101,1132,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.8375,101,1132.7,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.8996,101,1133.4,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.94,101,1133.8,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,308.15,0.9611,101,1133.9,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.0258,101,1028.62,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.0511,101,1053.12,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.074,101,1072.09,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.1027,101,1086.48,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.1443,101,1099.08,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.1965,101,1109.75,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.2705,101,1118.95,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.2957,101,1120.95,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.3897,101,1125.9,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.5347,101,1128.2,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.6044,101,1128.9,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.6931,101,1128.3,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.7565,101,1128.8,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.8375,101,1129.4,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.8996,101,1130.2,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.94,101,1130.6,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,313.15,0.9611,101,1130.8,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,318.15,0.0258,101,1026.22,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,318.15,0.0511,101,1050.42,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,318.15,0.074,101,1069.15,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,318.15,0.1027,101,1083.38,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,318.15,0.1443,101,1095.34,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,318.15,0.1965,101,1106.48,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,318.15,0.2705,101,1115.26,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,318.15,0.2957,101,1117.03,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,318.15,0.3897,101,1122.5,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,318.15,0.5347,101,1125.1,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,318.15,0.6044,101,1125.8,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,318.15,0.6931,101,1125,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,318.15,0.7565,101,1125.6,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,318.15,0.8375,101,1126.3,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,318.15,0.8996,101,1127.1,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
HHkaE,318.15,0.94,101,1127.6,Chaudhary et al. (2014b),Density,Liquid,AADYJk,O,water,AAlIwx,C[C@H](O)C(=O)[O-].C[N+](C)(C)CCO,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate",,,
