setid,"Temperature, K","Pressure, kPa","MolaLity of sodium dodecyl sulfate, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
QJDSo,298.15,101.325,0.05,999.155,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
QJDSo,298.15,101.325,0.05,999.198,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
QJDSo,303.15,101.325,0.05,997.657,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
QJDSo,303.15,101.325,0.05,997.661,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
QJDSo,308.15,101.325,0.05,995.962,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
QJDSo,308.15,101.325,0.05,995.989,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
QJDSo,313.15,101.325,0.05,994.178,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
QJDSo,313.15,101.325,0.05,994.186,Yan et al. (2010a),Density,Liquid,ABDXmt,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],sodium dodecyl sulfate,AADYJk,O,water,,,
