setid,"Solvent: MolaLity of 1-hexyl-3-methylimidazolium chloride, mol/kg","Temperature, K","MolaLity of disodium hydrogen phosphate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
olyvW,0,293.15,0.69469,101,1084,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,293.15,0.79422,101,1097,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,293.15,0.87604,101,1107,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,293.15,0.97599,101,1119,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,298.15,0,101,997,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,298.15,0.02076,101,1000,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,298.15,0.04991,101,1003,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,298.15,0.07047,101,1006,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,298.15,0.10138,101,1009,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,298.15,0.19825,101,1021,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,298.15,0.29919,101,1034,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,298.15,0.39401,101,1045,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,298.15,0.49571,101,1058,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,298.15,0.59714,101,1070,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,298.15,0.69469,101,1082,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,298.15,0.79422,101,1094,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,298.15,0.87604,101,1104,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,298.15,0.97599,101,1117,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,303.15,0,101,996,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,303.15,0.02076,101,998,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,303.15,0.04991,101,1002,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,303.15,0.07047,101,1004,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,303.15,0.10138,101,1008,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,303.15,0.19825,101,1020,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,303.15,0.29919,101,1032,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,303.15,0.39401,101,1044,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,303.15,0.49571,101,1056,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,303.15,0.59714,101,1068,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,303.15,0.69469,101,1080,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,303.15,0.79422,101,1092,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,303.15,0.87604,101,1102,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,303.15,0.97599,101,1114,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,308.15,0,101,994,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,308.15,0.02076,101,997,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,308.15,0.04991,101,1000,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,308.15,0.07047,101,1003,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,308.15,0.10138,101,1006,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,308.15,0.19825,101,1018,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,308.15,0.29919,101,1030,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,308.15,0.39401,101,1041,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,308.15,0.49571,101,1054,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,308.15,0.59714,101,1066,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,308.15,0.69469,101,1078,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,308.15,0.79422,101,1090,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,308.15,0.87604,101,1099,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0,308.15,0.97599,101,1111,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,288.15,0,101,1000,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,288.15,0.02382,101,1003,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,288.15,0.05054,101,1006,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,288.15,0.07024,101,1009,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,288.15,0.10258,101,1013,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,288.15,0.19472,101,1024,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,288.15,0.29723,101,1037,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,288.15,0.40068,101,1050,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,288.15,0.4949,101,1062,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,288.15,0.60038,101,1075,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,288.15,0.69809,101,1087,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,288.15,0.79136,101,1099,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,288.15,0.90505,101,1113,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,288.15,1.00069,101,1125,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,293.15,0,101,999,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,293.15,0.02382,101,1002,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,293.15,0.05054,101,1005,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,293.15,0.07024,101,1008,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,293.15,0.10258,101,1012,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,293.15,0.19472,101,1023,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
olyvW,0.01,293.15,0.29723,101,1036,Kumar and Chadha (2015a),Density,Liquid,AAbPBR,O=P([O-])([O-])O.[Na+].[Na+],disodium hydrogen phosphate,AADYJk,O,water,AAmzKp,CCCCCC[n+]1ccn(C)c1.[Cl-],1-hexyl-3-methylimidazolium chloride
