setid,"MolaLity of 1-methyl-3-octylimidazolium chloride, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kOSdK,0.1,288.15,101,1000.2,Gaba et al. (2017a),Density,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AADYJk,O,water,,,
kOSdK,0.1,298.15,101,998,Gaba et al. (2017a),Density,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AADYJk,O,water,,,
kOSdK,0.1,308.15,101,994.8,Gaba et al. (2017a),Density,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AADYJk,O,water,,,
kOSdK,0.3,288.15,101,1001.3,Gaba et al. (2017a),Density,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AADYJk,O,water,,,
kOSdK,0.3,298.15,101,998.6,Gaba et al. (2017a),Density,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AADYJk,O,water,,,
kOSdK,0.3,308.15,101,995,Gaba et al. (2017a),Density,Liquid,AAsTjr,CCCCCCCCn1cc[n+](C)c1.[Cl-],1-methyl-3-octylimidazolium chloride,AADYJk,O,water,,,
