setid,"Temperature, K","MolaLity of 1-heptyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","MolaLity of disodium hydrogen citrate, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OiQHZ,293.15,0.0229,101.3,0.1,1014,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,293.15,0.0306,101.3,0.1,1014.35,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,293.15,0.0564,101.3,0.1,1015.48,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,293.15,0.0765,101.3,0.1,1016.36,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,293.15,0.0976,101.3,0.1,1017.28,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,293.15,0.117,101.3,0.1,1018.11,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,293.15,0.138,101.3,0.1,1019.01,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,293.15,0.1586,101.3,0.1,1019.88,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,293.15,0.1788,101.3,0.1,1020.73,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,298.15,0,101.3,0.1,1011.66,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,298.15,0.0038,101.3,0.1,1011.83,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,298.15,0.0057,101.3,0.1,1011.91,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,298.15,0.0076,101.3,0.1,1011.99,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,298.15,0.0094,101.3,0.1,1012.07,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,298.15,0.0112,101.3,0.1,1012.15,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,298.15,0.0153,101.3,0.1,1012.33,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,298.15,0.0229,101.3,0.1,1012.66,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,298.15,0.0306,101.3,0.1,1013,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,298.15,0.0564,101.3,0.1,1014.11,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,298.15,0.0765,101.3,0.1,1014.97,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,298.15,0.0976,101.3,0.1,1015.86,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,298.15,0.117,101.3,0.1,1016.68,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,298.15,0.138,101.3,0.1,1017.56,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,298.15,0.1586,101.3,0.1,1018.42,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,298.15,0.1788,101.3,0.1,1019.25,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,303.15,0,101.3,0.1,1010.12,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,303.15,0.0038,101.3,0.1,1010.28,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,303.15,0.0057,101.3,0.1,1010.37,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,303.15,0.0076,101.3,0.1,1010.45,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,303.15,0.0094,101.3,0.1,1010.52,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,303.15,0.0112,101.3,0.1,1010.6,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,303.15,0.0153,101.3,0.1,1010.78,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,303.15,0.0229,101.3,0.1,1011.1,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,303.15,0.0306,101.3,0.1,1011.43,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,303.15,0.0564,101.3,0.1,1012.52,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,303.15,0.0765,101.3,0.1,1013.37,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,303.15,0.0976,101.3,0.1,1014.24,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,303.15,0.117,101.3,0.1,1015.04,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,303.15,0.138,101.3,0.1,1015.9,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,303.15,0.1586,101.3,0.1,1016.74,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,303.15,0.1788,101.3,0.1,1017.56,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,308.15,0,101.3,0.1,1008.38,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,308.15,0.0038,101.3,0.1,1008.54,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,308.15,0.0057,101.3,0.1,1008.62,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,308.15,0.0076,101.3,0.1,1008.7,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,308.15,0.0094,101.3,0.1,1008.78,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,308.15,0.0112,101.3,0.1,1008.85,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,308.15,0.0153,101.3,0.1,1009.03,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,308.15,0.0229,101.3,0.1,1009.35,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,308.15,0.0306,101.3,0.1,1009.67,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,308.15,0.0564,101.3,0.1,1010.74,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,308.15,0.0765,101.3,0.1,1011.57,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,308.15,0.0976,101.3,0.1,1012.43,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,308.15,0.117,101.3,0.1,1013.21,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,308.15,0.138,101.3,0.1,1014.05,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
OiQHZ,308.15,0.1586,101.3,0.1,1014.88,Sadeghi et al. (2010a),Density,Liquid,AAtULw,O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Na+].[Na+],disodium hydrogen citrate,AADYJk,O,water,AAyMcz,CCCCCCC[n+]1ccn(C)c1.[Br-],1-heptyl-3-methylimidazolium bromide
