setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium L-valinate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
lvsUv,293.15,0.32954,100,1006.77,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,293.15,0.35947,100,1007.51,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,293.15,0.40456,100,1008.61,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,293.15,0.45607,100,1009.85,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,298.15,0,100,997.047,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,298.15,0.03333,100,997.952,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,298.15,0.05233,100,998.454,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,298.15,0.07111,100,998.947,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,298.15,0.08607,100,999.329,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,298.15,0.10012,100,999.708,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,298.15,0.13801,100,1000.66,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,298.15,0.18045,100,1001.72,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,298.15,0.21873,100,1002.66,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,298.15,0.26526,100,1003.87,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,298.15,0.32954,100,1005.34,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,298.15,0.35947,100,1006.08,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,298.15,0.40456,100,1007.11,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,298.15,0.45607,100,1008.32,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,303.15,0,100,995.65,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,303.15,0.03333,100,996.535,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,303.15,0.05233,100,997.021,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,303.15,0.07111,100,997.503,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,303.15,0.08607,100,997.878,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,303.15,0.10012,100,998.242,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,303.15,0.13801,100,999.178,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,303.15,0.18045,100,1000.22,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,303.15,0.21873,100,1001.13,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,303.15,0.26526,100,1002.26,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,303.15,0.32954,100,1003.73,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,303.15,0.35947,100,1004.44,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,303.15,0.40456,100,1005.44,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,303.15,0.45607,100,1006.67,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,308.15,0,100,994.035,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,308.15,0.032342,100,994.871,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,308.15,0.051335,100,995.354,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,308.15,0.06493,100,995.698,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,308.15,0.08884,100,996.286,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,308.15,0.105764,100,996.698,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,308.15,0.134661,100,997.389,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,308.15,0.181026,100,998.492,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,308.15,0.218232,100,999.371,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,308.15,0.258254,100,1000.3,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,308.15,0.317721,100,1001.66,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,308.15,0.359068,100,1002.6,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,308.15,0.404117,100,1003.61,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,308.15,0.456067,100,1004.69,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,313.15,0,100,992.219,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,313.15,0.032342,100,993.036,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,313.15,0.051335,100,993.509,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,313.15,0.06493,100,993.842,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,313.15,0.08884,100,994.427,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,313.15,0.105764,100,994.828,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,313.15,0.134661,100,995.499,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,313.15,0.181026,100,996.579,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,313.15,0.218232,100,997.425,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,313.15,0.258254,100,998.325,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,313.15,0.317721,100,999.623,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,313.15,0.359068,100,1000.51,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,313.15,0.404117,100,1001.5,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
lvsUv,313.15,0.456067,100,1002.64,Dagade et al. (2014),Density,Liquid,AADYJk,O,water,AAxFMl,CC(C)[C@H](N)C(=O)[O-].CCCC[n+]1ccn(C)c1,1-butyl-3-methylimidazolium L-valinate,,,
