setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vDLHy,288.15,0,101,1024.6,Pal and Kumar (2012a),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
vDLHy,288.15,0.0308,101,1035.12,Pal and Kumar (2012a),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
vDLHy,288.15,0.1053,101,1059.04,Pal and Kumar (2012a),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
vDLHy,288.15,0.2065,101,1087,Pal and Kumar (2012a),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
vDLHy,288.15,0.3137,101,1110.8,Pal and Kumar (2012a),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
vDLHy,288.15,0.4002,101,1126.8,Pal and Kumar (2012a),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
vDLHy,288.15,0.5035,101,1143.1,Pal and Kumar (2012a),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
vDLHy,288.15,0.6083,101,1158.1,Pal and Kumar (2012a),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
vDLHy,288.15,0.7023,101,1170.8,Pal and Kumar (2012a),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
vDLHy,288.15,0.8291,101,1187.1,Pal and Kumar (2012a),Density,Liquid,AAXFpT,COCCOCCO,2-(2-methoxyethoxy)ethanol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
