setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NSxhV,293.15,0.0606,101,1117.8,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
NSxhV,293.15,0.1118,101,1168.99,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
NSxhV,293.15,0.2003,101,1234.54,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
NSxhV,293.15,0.3056,101,1289.66,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
NSxhV,293.15,0.408,101,1328.41,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
NSxhV,293.15,0.4987,101,1355.11,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
NSxhV,293.15,0.602,101,1379.69,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
NSxhV,293.15,0.7047,101,1399.49,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
NSxhV,293.15,0.7945,101,1413.97,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
NSxhV,293.15,0.8971,101,1428,Pal et al. (2016),Density,Liquid,AAOgbS,CC(O)CO,"1,2-propanediol",ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
