setid,"Temperature, K","Solvent: MolaLity of 1-butyl-3-methylimidazolium tetrafluoroborate, mol/kg","MolaLity of trisodium citrate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EyYPS,303.15,0.01,0.998,100,1166.7,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.03,0,100,997.5,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.03,0.0998,100,1015,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.03,0.2029,100,1033.4,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.03,0.2991,100,1050.1,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.03,0.4004,100,1066.8,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.03,0.509,100,1085.1,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.03,0.597,100,1099.9,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.03,0.708,100,1119.2,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.03,0.799,100,1134.8,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.03,0.898,100,1152,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.03,1.0034,100,1170.2,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.05,0,100,998.7,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.05,0.1012,100,1016.2,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.05,0.2011,100,1034,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.05,0.3108,100,1053.6,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.05,0.3998,100,1068.4,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.05,0.5045,100,1085.9,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.05,0.599,100,1101.7,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.05,0.705,100,1120.3,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.05,0.811,100,1138.6,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.05,0.909,100,1155.7,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,303.15,0.05,1.0098,100,1173.3,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.005,0,100,994.4,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.005,0.1,100,1012.1,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.005,0.1998,100,1029.8,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.005,0.2979,100,1047,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.005,0.3967,100,1063,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.005,0.5022,100,1080.3,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.005,0.603,100,1097.1,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.005,0.699,100,1113,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.005,0.79,100,1128.3,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.005,0.901,100,1147.2,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.005,0.986,100,1161.9,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.01,0,100,994.7,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.01,0.101,100,1012.9,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.01,0.2012,100,1031.2,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.01,0.3027,100,1048.9,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.01,0.4045,100,1065.4,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.01,0.5004,100,1081.5,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.01,0.603,100,1098.4,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.01,0.701,100,1114.3,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.01,0.811,100,1133.1,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.01,0.913,100,1150.6,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.01,0.998,100,1165.1,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.03,0,100,995.9,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.03,0.0998,100,1013.4,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.03,0.2029,100,1031.8,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.03,0.2991,100,1048.7,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.03,0.4004,100,1065.3,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.03,0.509,100,1083.4,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.03,0.597,100,1098.3,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.03,0.708,100,1117.6,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.03,0.799,100,1133.2,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.03,0.898,100,1150.4,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.03,1.0034,100,1168.6,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.05,0,100,997,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.05,0.1012,100,1014.5,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.05,0.2011,100,1032.4,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.05,0.3108,100,1051.9,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.05,0.3998,100,1066.8,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.05,0.5045,100,1084.3,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.05,0.599,100,1100.1,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.05,0.705,100,1118.6,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.05,0.811,100,1137,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.05,0.909,100,1154,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
EyYPS,308.15,0.05,1.0098,100,1171.6,Kumar and Katal (2018a),Density,Liquid,AAxgvN,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],trisodium citrate,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,AADYJk,O,water
