setid,"Temperature, K",Weight fraction of 1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dcHge,298.1,0.9,101,1538.9,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,298.1,0.93,101,1550.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,298.1,0.96,101,1563.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,298.1,1,101,1587.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,303,0,101,1174.1,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,303,0.05,101,1190.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,303,0.1,101,1209.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,303,0.2,101,1246.3,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,303,0.3,101,1282.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,303,0.4,101,1322.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,303,0.5,101,1363.2,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,303,0.6,101,1404.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,303,0.7,101,1447,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,303,0.8,101,1489,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,303,0.9,101,1533.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,303,0.93,101,1545,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,303,0.96,101,1558,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,303,1,101,1582.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,308.1,0,101,1167,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,308.1,0.05,101,1183.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,308.1,0.1,101,1202.8,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,308.1,0.2,101,1239.6,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,308.1,0.3,101,1276.1,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,308.1,0.4,101,1316,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,308.1,0.5,101,1357,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,308.1,0.6,101,1398.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,308.1,0.7,101,1441.1,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,308.1,0.8,101,1483.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,308.1,0.9,101,1528,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,308.1,0.93,101,1539.5,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,308.1,0.96,101,1552.6,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,308.1,1,101,1577.1,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,313,0,101,1159.8,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,313,0.05,101,1176.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,313,0.1,101,1195.9,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,313,0.2,101,1232.8,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,313,0.3,101,1269.5,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,313,0.4,101,1309.6,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,313,0.5,101,1350.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,313,0.6,101,1392.6,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,313,0.7,101,1435.3,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,313,0.8,101,1477.7,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,313,0.9,101,1522.5,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,313,0.93,101,1534.1,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,313,0.96,101,1547.3,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,313,1,101,1571.9,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,318.1,0,101,1152.6,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,318.1,0.05,101,1169.3,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,318.1,0.1,101,1188.9,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,318.1,0.2,101,1226,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,318.1,0.3,101,1262.9,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,318.1,0.4,101,1303.2,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,318.1,0.5,101,1344.5,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,318.1,0.6,101,1386.6,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,318.1,0.7,101,1429.4,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,318.1,0.8,101,1472,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
dcHge,318.1,0.9,101,1517,Kang et al. (2019),Density,Liquid,ACIwcZ,CCCC[N+]1(C)CCCC1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate,AAcFkd,FC(F)(F)c1ccccc1,(trifluoromethyl)benzene,,,
