setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
fWSGH,293.15,0.4488,101.3,1006.75,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,293.15,0.5005,101.3,1013.19,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,298.15,0,101.3,939.08,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,298.15,0.0201,101.3,942.27,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,298.15,0.0501,101.3,946.9,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,298.15,0.0801,101.3,951.53,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,298.15,0.1197,101.3,957.06,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,298.15,0.199,101.3,968.74,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,298.15,0.2495,101.3,975.85,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,298.15,0.2912,101.3,981.24,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,298.15,0.3498,101.3,989.42,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,298.15,0.3909,101.3,994.57,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,298.15,0.4488,101.3,1001.84,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,298.15,0.5005,101.3,1008.29,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,303.15,0,101.3,934.1,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,303.15,0.0201,101.3,937.29,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,303.15,0.0501,101.3,941.92,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,303.15,0.0801,101.3,946.57,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,303.15,0.1197,101.3,952.09,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,303.15,0.199,101.3,963.79,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,303.15,0.2495,101.3,970.9,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,303.15,0.2912,101.3,976.3,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,303.15,0.3498,101.3,984.48,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,303.15,0.3909,101.3,989.63,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,303.15,0.4488,101.3,996.9,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,303.15,0.5005,101.3,1003.36,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,308.15,0,101.3,929.11,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,308.15,0.0201,101.3,932.3,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,308.15,0.0501,101.3,936.93,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,308.15,0.0801,101.3,941.58,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,308.15,0.1197,101.3,947.1,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,308.15,0.199,101.3,958.81,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,308.15,0.2495,101.3,965.93,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,308.15,0.2912,101.3,971.34,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,308.15,0.3498,101.3,979.53,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,308.15,0.3909,101.3,984.67,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,308.15,0.4488,101.3,991.95,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,308.15,0.5005,101.3,998.42,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,313.15,0,101.3,924.09,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,313.15,0.0201,101.3,927.29,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,313.15,0.0501,101.3,931.93,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,313.15,0.0801,101.3,936.58,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,313.15,0.1197,101.3,942.1,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,313.15,0.199,101.3,953.83,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,313.15,0.2495,101.3,960.95,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,313.15,0.2912,101.3,966.36,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,313.15,0.3498,101.3,974.55,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,313.15,0.3909,101.3,979.71,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,313.15,0.4488,101.3,986.99,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,313.15,0.5005,101.3,993.46,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,318.15,0,101.3,919.06,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,318.15,0.0201,101.3,922.27,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,318.15,0.0501,101.3,926.91,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,318.15,0.0801,101.3,931.56,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,318.15,0.1197,101.3,937.08,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,318.15,0.199,101.3,948.82,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,318.15,0.2495,101.3,955.95,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,318.15,0.2912,101.3,961.36,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,318.15,0.3498,101.3,969.57,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,318.15,0.3909,101.3,974.72,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,318.15,0.4488,101.3,982.01,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,318.15,0.5005,101.3,988.48,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,323.15,0,101.3,914.01,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,323.15,0.0201,101.3,917.22,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,323.15,0.0501,101.3,921.87,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,323.15,0.0801,101.3,926.53,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,323.15,0.1197,101.3,932.04,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
fWSGH,323.15,0.199,101.3,943.8,Fu et al. (2021),Density,Liquid,ABXNZH,CC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-ethyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,AAZpGJ,COCCOCCOC,"2,5,8-trioxanonane",,,
