setid,"Temperature, K",Mole fraction of ammonium isothiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
IJhpo,303.15,0.1553,101,1227.1,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,303.15,0.3025,101,1218.8,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,303.15,0.4042,101,1213.2,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,303.15,0.5205,101,1209.5,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,303.15,0.565,101,1209.5,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,303.15,0.5997,101,1209.3,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,308.15,0,101,1229.7,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,308.15,0.0235,101,1229.2,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,308.15,0.1553,101,1223.9,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,308.15,0.3025,101,1215.7,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,308.15,0.4042,101,1210.1,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,308.15,0.5205,101,1206.4,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,308.15,0.565,101,1206.4,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,308.15,0.5997,101,1206.3,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,313.15,0,101,1226.4,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,313.15,0.0235,101,1225.9,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,313.15,0.1553,101,1220.7,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,313.15,0.3025,101,1212.6,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,313.15,0.4042,101,1207.1,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,313.15,0.5205,101,1203.4,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,313.15,0.565,101,1203.4,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,313.15,0.5997,101,1203.3,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,318.15,0,101,1223,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,318.15,0.0235,101,1222.6,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,318.15,0.1553,101,1217.5,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,318.15,0.3025,101,1209.6,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,318.15,0.4042,101,1204.1,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,318.15,0.5205,101,1200.5,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,318.15,0.565,101,1200.4,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,318.15,0.5997,101,1200.3,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,323.15,0,101,1219.6,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,323.15,0.0235,101,1219.3,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,323.15,0.1553,101,1214.3,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,323.15,0.3025,101,1206.5,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,323.15,0.4042,101,1201.1,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,323.15,0.5205,101,1197.5,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,323.15,0.565,101,1197.4,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,323.15,0.5997,101,1197.3,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,328.15,0,101,1216.3,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,328.15,0.0235,101,1216,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,328.15,0.1553,101,1211.1,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,328.15,0.3025,101,1203.5,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,328.15,0.4042,101,1198.2,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,328.15,0.5205,101,1194.6,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,328.15,0.565,101,1194.4,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,328.15,0.5997,101,1194.3,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,333.15,0,101,1213,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,333.15,0.0235,101,1212.6,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,333.15,0.1553,101,1207.9,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,333.15,0.3025,101,1200.4,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,333.15,0.4042,101,1195.2,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,333.15,0.5205,101,1191.6,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,333.15,0.565,101,1191.5,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
IJhpo,333.15,0.5997,101,1191.4,Pereiro et al. (2012b),Density,Liquid,AAOhEc,[N-]=C=S.[NH4+],ammonium isothiocyanate,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
