setid,Weight fraction of hexane,Weight fraction of ethanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
bbIos,0,0,313.15,101,1019.2,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0,0.009,313.15,101,1016.5,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0,0.044,313.15,101,1006.7,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0,0.074,313.15,101,998.4,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0,0.105,313.15,101,989.9,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0,0.159,313.15,101,975.2,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0,0.227,313.15,101,956.8,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0,0.315,313.15,101,933.4,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0,0.436,313.15,101,902.8,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0,0.635,313.15,101,855.4,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0,0.778,313.15,101,822.7,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0,1,313.15,101,772.8,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.016,0.101,313.15,101,985.7,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.016,0.195,313.15,101,959.6,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.02,0.284,313.15,101,933.7,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.02,0.398,313.15,101,904.5,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.033,0.191,313.15,101,953.2,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.036,0.391,313.15,101,897.5,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.041,0.278,313.15,101,926,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.051,0.761,313.15,101,806.1,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.052,0.661,313.15,101,828.1,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.053,0.481,313.15,101,869.3,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.054,0.566,313.15,101,849,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.063,0.38,313.15,101,890.4,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.1,0.852,313.15,101,766.9,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.104,0.802,313.15,101,776.2,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.106,0.717,313.15,101,794.1,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.107,0.623,313.15,101,814.3,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.108,0.453,313.15,101,852.6,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.109,0.534,313.15,101,833.7,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.15,0.432,313.15,101,841.3,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.163,0.501,313.15,101,819,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.203,0.755,313.15,101,749.2,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.206,0.711,313.15,101,757.4,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.213,0.631,313.15,101,772.3,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.216,0.547,313.15,101,788.8,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.265,0.513,313.15,101,777.9,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.296,0.667,313.15,101,734,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.307,0.555,313.15,101,752.9,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.315,0.613,313.15,101,738.8,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.405,0.563,313.15,101,717,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.414,0.47,313.15,101,732.6,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.418,0.521,313.15,101,721.1,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.507,0.467,313.15,101,702.5,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.517,0.387,313.15,101,714.2,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.518,0.431,313.15,101,705.3,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
bbIos,0.603,0.375,313.15,101,689.1,Corderi et al. (2013),Density,Liquid,AAIsrh,CCO,ethanol,AAQdzy,CCCCCC,hexane,AAstlh,CCCCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-hexyl-3-methylimidazolium dicyanamide
