setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LKXob,293.15,0,100,998.2,Carissimi et al. (2019),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,
LKXob,293.15,0.3005,100,1084.3,Carissimi et al. (2019),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,
LKXob,293.15,0.4006,100,1089.2,Carissimi et al. (2019),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,
LKXob,293.15,0.5002,100,1094.1,Carissimi et al. (2019),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,
LKXob,293.15,0.6001,100,1098.2,Carissimi et al. (2019),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,
LKXob,293.15,0.7006,100,1100.5,Carissimi et al. (2019),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,
LKXob,293.15,0.8004,100,1103.3,Carissimi et al. (2019),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,
LKXob,293.15,0.9015,100,1104.8,Carissimi et al. (2019),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,
LKXob,303.15,0,100,995.6,Carissimi et al. (2019),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,
LKXob,303.15,0.3005,100,1077,Carissimi et al. (2019),Density,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AADYJk,O,water,,,
