setid,Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,Mole fraction of propanoic acid,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SFhWd,0.0672,0.381,303.15,100,1045,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.0672,0.381,313.15,100,1036,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.0672,0.381,323.15,100,1027,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.0672,0.381,333.15,100,1019,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.0782,0.2786,293.15,100,1058,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.0782,0.2786,303.15,100,1049,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.0782,0.2786,313.15,100,1040,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.0782,0.2786,323.15,100,1032,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.0782,0.2786,333.15,100,1023,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.088,0.1881,293.15,100,1064,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.088,0.1881,303.15,100,1055,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.088,0.1881,313.15,100,1046,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.088,0.1881,323.15,100,1038,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.088,0.1881,333.15,100,1029,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.0989,0.0889,293.15,100,1042,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.0989,0.0889,303.15,100,1033,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.0989,0.0889,313.15,100,1025,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.0989,0.0889,323.15,100,1016,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.0989,0.0889,333.15,100,1007,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.1252,0.6615,293.15,100,1050,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.1252,0.6615,303.15,100,1044,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.1252,0.6615,313.15,100,1037,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.1252,0.6615,323.15,100,1027,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.1252,0.6615,333.15,100,1017,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.1544,0.8013,293.15,100,1034,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.1544,0.8013,303.15,100,1028,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.1544,0.8013,313.15,100,1021,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.1544,0.8013,323.15,100,1014,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.1544,0.8013,333.15,100,1006,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.2122,0.4258,293.15,100,1110,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.2122,0.4258,303.15,100,1101,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.2122,0.4258,313.15,100,1093,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.2122,0.4258,323.15,100,1084,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.2122,0.4258,333.15,100,1076,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.2477,0.3314,293.15,100,1120,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.2477,0.3314,303.15,100,1111,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.2477,0.3314,313.15,100,1103,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.2477,0.3314,323.15,100,1095,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.2477,0.3314,333.15,100,1086,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.299,0.4743,293.15,100,1139,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.299,0.4743,303.15,100,1131,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.299,0.4743,313.15,100,1122,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.299,0.4743,323.15,100,1114,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.299,0.4743,333.15,100,1106,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.3054,0.1743,293.15,100,1136,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.3054,0.1743,303.15,100,1127,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.3054,0.1743,313.15,100,1119,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.3054,0.1743,323.15,100,1111,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.3054,0.1743,333.15,100,1103,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.349,0.549,293.15,100,1158,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.349,0.549,303.15,100,1148,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.349,0.549,313.15,100,1136,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.349,0.549,323.15,100,1126,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.349,0.549,333.15,100,1115,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4019,0.2944,293.15,100,1160,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4019,0.2944,303.15,100,1152,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4019,0.2944,313.15,100,1143,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4019,0.2944,323.15,100,1135,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4019,0.2944,333.15,100,1127,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4526,0.2054,293.15,100,1173,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4526,0.2054,303.15,100,1165,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4526,0.2054,313.15,100,1157,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4526,0.2054,323.15,100,1149,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4526,0.2054,333.15,100,1141,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4614,0.4952,293.15,100,1189,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4614,0.4952,303.15,100,1181,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4614,0.4952,313.15,100,1172,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4614,0.4952,323.15,100,1161,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4614,0.4952,333.15,100,1149,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4789,0.3764,293.15,100,1189,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4789,0.3764,303.15,100,1180,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4789,0.3764,313.15,100,1172,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4789,0.3764,323.15,100,1164,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.4789,0.3764,333.15,100,1156,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.5425,0.3044,293.15,100,1203,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.5425,0.3044,303.15,100,1195,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.5425,0.3044,313.15,100,1187,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.5425,0.3044,323.15,100,1179,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
SFhWd,0.5425,0.3044,333.15,100,1171,Masilo et al. (2024),Density,Liquid,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate,AAOMRa,CCC(=O)O,propanoic acid,AAXFxu,CC(=O)c1ccccc1,acetophenone
