setid,"MolaLity of 1-decyl-3-methylimidazolium gluconate, mol/kg","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
EsAMz,0,101,298.15,788.663,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABcZmo,CCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-decyl-3-methylimidazolium gluconate,,,
EsAMz,0.0216,101,298.15,791.382,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABcZmo,CCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-decyl-3-methylimidazolium gluconate,,,
EsAMz,0.0231,101,298.15,791.556,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABcZmo,CCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-decyl-3-methylimidazolium gluconate,,,
EsAMz,0.0277,101,298.15,792.108,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABcZmo,CCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-decyl-3-methylimidazolium gluconate,,,
EsAMz,0.0326,101,298.15,792.7,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABcZmo,CCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-decyl-3-methylimidazolium gluconate,,,
EsAMz,0.038,101,298.15,793.344,Chen et al. (2016b),Density,Liquid,AAGIBL,CO,methanol,ABcZmo,CCCCCCCCCC[n+]1ccn(C)c1.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,1-decyl-3-methylimidazolium gluconate,,,
