setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
IMHJL,293.15,0,101,1033.57,Ciocirlan et al. (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
IMHJL,293.15,0.2559,101,1118.75,Ciocirlan et al. (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
IMHJL,293.15,0.3956,101,1146.31,Ciocirlan et al. (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
IMHJL,293.15,0.4988,101,1161.37,Ciocirlan et al. (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
IMHJL,293.15,0.6,101,1173.1,Ciocirlan et al. (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
IMHJL,293.15,0.7021,101,1183.04,Ciocirlan et al. (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
IMHJL,293.15,0.8993,101,1198.09,Ciocirlan et al. (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
IMHJL,293.15,1,101,1204.44,Ciocirlan et al. (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
IMHJL,298.15,0,101,1027.92,Ciocirlan et al. (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
IMHJL,298.15,0.2559,101,1114.31,Ciocirlan et al. (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
IMHJL,298.15,0.3956,101,1142.23,Ciocirlan et al. (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
IMHJL,298.15,0.4988,101,1157.44,Ciocirlan et al. (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
IMHJL,298.15,0.6,101,1169.26,Ciocirlan et al. (2014),Density,Liquid,AAQxnz,C1COCCO1,"1,4-dioxane",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
