setid,Mole fraction of hexane,"Mole fraction of 1,3-dimethylbenzene","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
tTaes,0,0.161,298.15,1188.1,Gonzalez et al. (2010i),Density,Liquid mixture 1,Liquid mixture 2,,6,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",AAQdzy,CCCCCC,hexane
tTaes,0.004,0.106,298.15,1198.8,Gonzalez et al. (2010i),Density,Liquid mixture 1,Liquid mixture 2,,6,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",AAQdzy,CCCCCC,hexane
tTaes,0.008,0.079,298.15,1203.4,Gonzalez et al. (2010i),Density,Liquid mixture 1,Liquid mixture 2,,6,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",AAQdzy,CCCCCC,hexane
tTaes,0.009,0,298.15,1217.2,Gonzalez et al. (2010i),Density,Liquid mixture 1,Liquid mixture 2,,6,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",AAQdzy,CCCCCC,hexane
tTaes,0.012,0.059,298.15,1206.8,Gonzalez et al. (2010i),Density,Liquid mixture 1,Liquid mixture 2,,6,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",AAQdzy,CCCCCC,hexane
tTaes,0.015,0.037,298.15,1210.4,Gonzalez et al. (2010i),Density,Liquid mixture 1,Liquid mixture 2,,6,AAUVDI,Cc1cccc(C)c1,"1,3-dimethylbenzene",AAQdzy,CCCCCC,hexane
