setid,"MolaLity of N,N,N-trimethyl-1-dodecanaminium chloride, mol/kg","MolaLity of dodecyltrimethylammonium bromide, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zToCA,0.006305,0.001576,298,101,997.144,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.006353,0.025621,298,101,996.655,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.00641,0.009575,298,101,997.011,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.006674,0.004359,298,101,997.105,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.006767,0.027288,298,101,996.624,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.007062,0,298,101,997.19,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.007211,0.00471,298,101,997.114,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.007223,0.010789,298,101,997.006,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.007239,0.029192,298,101,996.587,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.00743,0.001857,298,101,997.162,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.007656,0.030874,298,101,996.553,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.007886,0.005151,298,101,997.118,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.008028,0.011992,298,101,996.993,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.008051,0.032467,298,101,996.519,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.008073,0.002018,298,101,997.173,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.008473,0.03417,298,101,996.487,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.008641,0.005644,298,101,997.126,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.008768,0.013097,298,101,996.979,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.00889,0.002222,298,101,997.19,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.008979,0.03621,298,101,996.448,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.009082,0.005932,298,101,997.13,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.009438,0.038059,298,101,996.409,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.009626,0.014379,298,101,996.962,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.009899,0.002475,298,101,997.202,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.009929,0.040041,298,101,996.369,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.010053,0.006567,298,101,997.137,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.010419,0.015564,298,101,996.945,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.010454,0,298,101,997.259,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.01049,0.042304,298,101,996.325,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.010547,0.006889,298,101,997.138,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.010828,0.002707,298,101,997.216,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.010885,0.043898,298,101,996.292,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.011109,0.007256,298,101,997.14,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.011227,0.016771,298,101,996.928,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.011445,0.046155,298,101,996.25,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.01153,0.007531,298,101,997.139,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.011625,0.002906,298,101,997.23,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.011799,0,298,101,997.285,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.011958,0.048221,298,101,996.212,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.011974,0.002994,298,101,997.234,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.012047,0.017996,298,101,996.911,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.012473,0.008147,298,101,997.139,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.012506,0.050434,298,101,996.166,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.012755,0.008331,298,101,997.138,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.012791,0.019108,298,101,996.894,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.01288,0.00322,298,101,997.247,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.012969,0.052301,298,101,996.129,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.013266,0.008665,298,101,997.137,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.013372,0.053927,298,101,996.098,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.013433,0.003358,298,101,997.253,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.013614,0.020335,298,101,996.88,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.013959,0.009117,298,101,997.137,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.013973,0.05635,298,101,996.048,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.01439,0.058031,298,101,996.013,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.01443,0.021554,298,101,996.859,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.014486,0.003622,298,101,997.266,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.014555,0.009507,298,101,997.136,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.01489,0,298,101,997.348,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.014895,0.060067,298,101,995.972,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.015194,0.009924,298,101,997.136,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.015224,0.02274,298,101,996.842,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.01538,0.003845,298,101,997.272,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.015482,0.062436,298,101,995.929,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.015651,0.010223,298,101,997.137,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.015863,0.003966,298,101,997.275,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.01588,0.064038,298,101,995.894,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.016014,0.023921,298,101,996.825,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.016342,0.065904,298,101,995.856,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.016542,0.010805,298,101,997.134,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.016775,0,298,101,997.376,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.016821,0.004205,298,101,997.29,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.017006,0.025404,298,101,996.808,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.017066,0.068822,298,101,995.8,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.017082,0.011157,298,101,997.134,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.017366,0.070032,298,101,995.774,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.017584,0.004396,298,101,997.29,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.017589,0.011488,298,101,997.132,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.017857,0.072012,298,101,995.738,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.017895,0,298,101,997.391,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.018075,0.027,298,101,996.783,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
zToCA,0.01821,0.011894,298,101,997.135,Yamanaka and Kaneshima (1991),Density,Liquid,AAymqm,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],"N,N,N-trimethyl-1-dodecanaminium chloride",ABHPBX,CCCCCCCCCCCC[N+](C)(C)C.[Br-],dodecyltrimethylammonium bromide,AADYJk,O,water
