setid,Mole fraction of methanol,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nqzvw,0,288.15,101,1287.57,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0,298.15,101,1280.81,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0,308.15,101,1273.97,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.0515,288.15,101,1282.18,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.0515,298.15,101,1275.24,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.0515,308.15,101,1268.37,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.1025,288.15,101,1276.36,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.1025,298.15,101,1269.42,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.1025,308.15,101,1262.52,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.1919,288.15,101,1265.13,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.1919,298.15,101,1258.14,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.1919,308.15,101,1251.2,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.3013,288.15,101,1247.5,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.3013,298.15,101,1240.45,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.3013,308.15,101,1233.43,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.4032,288.15,101,1227.98,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.4032,298.15,101,1220.84,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.4032,308.15,101,1213.74,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.5038,288.15,101,1203.27,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.5038,298.15,101,1196.01,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.5038,308.15,101,1188.8,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
nqzvw,0.604,288.15,101,1170.7,Requejo et al. (2014),Density,Liquid,AAGIBL,CO,methanol,AAqmVN,CC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium methyl sulfate,,,
