setid,"Temperature, K","Mole fraction of 1,1,3,3-tetramethylguanidinium imidazol-1-ide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
gBwKt,298.15,0.3999,100,932.77,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,298.15,0.5,100,948.83,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,298.15,0.643,100,966.31,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,298.15,0.7966,100,979.99,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,298.15,0.8987,100,986.93,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,298.15,1,100,992.8,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,303.15,0,100,780.83,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,303.15,0.0483,100,812.47,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,303.15,0.0999,100,840.1,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,303.15,0.2003,100,879.24,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,303.15,0.3001,100,907.3,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,303.15,0.3999,100,928.29,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,303.15,0.5,100,944.31,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,303.15,0.643,100,961.81,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,303.15,0.7966,100,975.53,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,303.15,0.8987,100,982.47,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,303.15,1,100,988.35,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,308.15,0,100,776.48,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,308.15,0.0483,100,808.06,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,308.15,0.0999,100,835.66,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,308.15,0.2003,100,874.77,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,308.15,0.3001,100,902.82,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,308.15,0.3999,100,923.8,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,308.15,0.5,100,939.83,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,308.15,0.643,100,957.39,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,308.15,0.7966,100,971.06,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,308.15,0.8987,100,978.02,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,308.15,1,100,983.9,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,313.15,0,100,772.15,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,313.15,0.0483,100,803.63,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,313.15,0.0999,100,831.19,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,313.15,0.2003,100,870.28,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,313.15,0.3001,100,898.33,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,313.15,0.3999,100,919.31,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,313.15,0.5,100,935.34,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,313.15,0.643,100,952.91,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,313.15,0.7966,100,966.6,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,313.15,0.8987,100,973.57,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
gBwKt,313.15,1,100,979.46,Chen et al. (2015c),Density,Liquid,AAIsrh,CCO,ethanol,AAjMIW,CN(C)C(=[NH2+])N(C)C.c1c[n-]cn1,"1,1,3,3-tetramethylguanidinium imidazol-1-ide",,,
