setid,"Temperature, K",Mole fraction of 1-methyl-1-propylpyrrolidinium dicyanamide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qFtWP,283.25,0.19,101.3,1079.4,Hilder et al. (2020),Density,Liquid,AAlSLJ,CCC[N+]1(C)CCCC1.N#C[N-]C#N,1-methyl-1-propylpyrrolidinium dicyanamide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
qFtWP,293.45,0.19,101.3,1073.4,Hilder et al. (2020),Density,Liquid,AAlSLJ,CCC[N+]1(C)CCCC1.N#C[N-]C#N,1-methyl-1-propylpyrrolidinium dicyanamide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
qFtWP,303.35,0.19,101.3,1066.9,Hilder et al. (2020),Density,Liquid,AAlSLJ,CCC[N+]1(C)CCCC1.N#C[N-]C#N,1-methyl-1-propylpyrrolidinium dicyanamide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
qFtWP,313.15,0.19,101.3,1060.8,Hilder et al. (2020),Density,Liquid,AAlSLJ,CCC[N+]1(C)CCCC1.N#C[N-]C#N,1-methyl-1-propylpyrrolidinium dicyanamide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
qFtWP,323.35,0.19,101.3,1054.8,Hilder et al. (2020),Density,Liquid,AAlSLJ,CCC[N+]1(C)CCCC1.N#C[N-]C#N,1-methyl-1-propylpyrrolidinium dicyanamide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
qFtWP,333.35,0.19,101.3,1049.4,Hilder et al. (2020),Density,Liquid,AAlSLJ,CCC[N+]1(C)CCCC1.N#C[N-]C#N,1-methyl-1-propylpyrrolidinium dicyanamide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
qFtWP,343.25,0.19,101.3,1043.4,Hilder et al. (2020),Density,Liquid,AAlSLJ,CCC[N+]1(C)CCCC1.N#C[N-]C#N,1-methyl-1-propylpyrrolidinium dicyanamide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
qFtWP,353.35,0.19,101.3,1037.6,Hilder et al. (2020),Density,Liquid,AAlSLJ,CCC[N+]1(C)CCCC1.N#C[N-]C#N,1-methyl-1-propylpyrrolidinium dicyanamide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
qFtWP,363.35,0.19,101.3,1031.3,Hilder et al. (2020),Density,Liquid,AAlSLJ,CCC[N+]1(C)CCCC1.N#C[N-]C#N,1-methyl-1-propylpyrrolidinium dicyanamide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
