setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
qdgzC,298.15,0,101,1110.04,Kiselev et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
qdgzC,298.15,0.010297,101,1110.27,Kiselev et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
qdgzC,298.15,0.015189,101,1110.37,Kiselev et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
qdgzC,298.15,0.020153,101,1110.47,Kiselev et al. (2012),Density,Liquid,AALwIY,OCCO,"1,2-ethanediol",AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
