setid,"MolaLity of 1-butyl-3-methylimidazolium trifluoromethanesulfonate, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Kordx,0.206,308.15,101,816.05,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,0.206,323.15,101,804.22,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,0.25,293.15,101,831.16,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,0.25,308.15,101,819.67,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,0.25,323.15,101,807.85,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,0.504,293.15,101,851.11,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,0.504,308.15,101,839.58,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,0.504,323.15,101,827.75,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,0.756,293.15,101,869.28,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,0.756,308.15,101,857.7,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,0.756,323.15,101,845.85,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,1.009,293.15,101,886.03,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,1.009,308.15,101,874.41,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,1.009,323.15,101,862.55,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,1.262,293.15,101,901.54,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,1.262,308.15,101,889.89,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,1.262,323.15,101,878.01,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,1.508,293.15,101,915.57,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,1.508,308.15,101,903.89,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,1.508,323.15,101,892,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,1.758,293.15,101,928.83,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,1.758,308.15,101,917.11,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,1.758,323.15,101,905.21,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,1.989,293.15,101,940.32,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,1.989,308.15,101,928.56,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,1.989,323.15,101,916.64,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,2.486,293.15,101,962.85,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,2.486,308.15,101,951.04,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,2.486,323.15,101,939.1,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,2.979,293.15,101,982.55,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,2.979,308.15,101,970.73,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
Kordx,2.979,323.15,101,958.77,Gonzalez et al. (2013c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABDWVo,CCCC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-butyl-3-methylimidazolium trifluoromethanesulfonate,,,
