setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium tetrafluoroborate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nvsWt,283.15,0,100,817.103,Borun and Bald (2016a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
nvsWt,283.15,0.00901,100,817.699,Borun and Bald (2016a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
nvsWt,288.15,0,100,813.337,Borun and Bald (2016a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
nvsWt,288.15,0.00901,100,813.937,Borun and Bald (2016a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
nvsWt,293.15,0,100,809.548,Borun and Bald (2016a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
nvsWt,293.15,0.00901,100,810.147,Borun and Bald (2016a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
nvsWt,298.15,0,100,805.738,Borun and Bald (2016a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
nvsWt,298.15,0.00901,100,806.337,Borun and Bald (2016a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
nvsWt,303.15,0,100,801.901,Borun and Bald (2016a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
nvsWt,303.15,0.00901,100,802.5,Borun and Bald (2016a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
nvsWt,308.15,0,100,798.032,Borun and Bald (2016a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
nvsWt,308.15,0.00901,100,798.633,Borun and Bald (2016a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
nvsWt,313.15,0,100,794.128,Borun and Bald (2016a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
nvsWt,313.15,0.00901,100,794.73,Borun and Bald (2016a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
nvsWt,318.15,0,100,790.181,Borun and Bald (2016a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
nvsWt,318.15,0.00901,100,790.785,Borun and Bald (2016a),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,
