setid,Solvent: Mole fraction of aluminum bromide,Weight fraction of water,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cSgDD,0.35,0.7,101.3,298.15,1063,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.75,101.3,298.15,1053,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.8,101.3,298.15,1042,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.85,101.3,298.15,1032,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.9,101.3,298.15,1021,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.95,101.3,298.15,1009,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0,101.3,298.15,1699,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.05,101.3,298.15,1644,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.1,101.3,298.15,1591,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.15,101.3,298.15,1541,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.2,101.3,298.15,1492,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.25,101.3,298.15,1445,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.3,101.3,298.15,1401,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.35,101.3,298.15,1359,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.4,101.3,298.15,1318,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.45,101.3,298.15,1280,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.5,101.3,298.15,1244,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.55,101.3,298.15,1210,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.6,101.3,298.15,1178,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.65,101.3,298.15,1149,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.7,101.3,298.15,1121,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.75,101.3,298.15,1095,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.8,101.3,298.15,1072,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.85,101.3,298.15,1051,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.9,101.3,298.15,1031,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.6,0.95,101.3,298.15,1014,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
