setid,Solvent: Mole fraction of aluminum bromide,Weight fraction of water,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cSgDD,0.35,0,101.3,298.15,1620,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.05,101.3,298.15,1537,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.1,101.3,298.15,1463,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.15,101.3,298.15,1397,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.2,101.3,298.15,1339,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.25,101.3,298.15,1289,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.3,101.3,298.15,1245,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.35,101.3,298.15,1208,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.4,101.3,298.15,1176,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.45,101.3,298.15,1148,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.5,101.3,298.15,1125,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.55,101.3,298.15,1106,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.6,101.3,298.15,1090,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
cSgDD,0.35,0.65,101.3,298.15,1076,Vila et al. (2006b),Density,Liquid,AAzOMU,Br[Al](Br)Br,aluminum bromide,AADYJk,O,water,AAkmTS,CC[n+]1ccn(C)c1.[Br-],1-ethyl-3-methylimidazolium bromide
