setid,Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cDhWv,0.0773,298.15,101,861.9,Domanska et al. (2006b),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
cDhWv,0.1692,298.15,101,903.8,Domanska et al. (2006b),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
cDhWv,0.2751,298.15,101,950.2,Domanska et al. (2006b),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
cDhWv,0.3539,298.15,101,983.2,Domanska et al. (2006b),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
cDhWv,0.4558,298.15,101,1024,Domanska et al. (2006b),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
cDhWv,0.5656,298.15,101,1065.9,Domanska et al. (2006b),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
cDhWv,0.6655,298.15,101,1102,Domanska et al. (2006b),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
cDhWv,0.7642,298.15,101,1136.4,Domanska et al. (2006b),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
cDhWv,0.8579,298.15,101,1167.5,Domanska et al. (2006b),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
cDhWv,0.9605,298.15,101,1200.1,Domanska et al. (2006b),Density,Liquid,AAZCDI,CCCCCCCCO,octan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
