setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Wsyfs,293.15,0,101.3,960.8,Master and Malek (2020),Density,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,
Wsyfs,293.15,0.0947,101.3,994.6,Master and Malek (2020),Density,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,
Wsyfs,293.15,0.215,101.3,1029.4,Master and Malek (2020),Density,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,
Wsyfs,293.15,0.3143,101.3,1052.5,Master and Malek (2020),Density,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,
Wsyfs,293.15,0.4152,101.3,1072,Master and Malek (2020),Density,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,
Wsyfs,293.15,0.51,101.3,1088,Master and Malek (2020),Density,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,
Wsyfs,293.15,0.6127,101.3,1103.1,Master and Malek (2020),Density,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,
Wsyfs,293.15,0.7015,101.3,1114.9,Master and Malek (2020),Density,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,
Wsyfs,293.15,0.8019,101.3,1127,Master and Malek (2020),Density,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,
Wsyfs,293.15,0.898,101.3,1137.9,Master and Malek (2020),Density,Liquid,AAwscj,CCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-hexyl-3-methylimidazolium tetrafluoroborate,AAXPsE,CCNc1ccccc1,N-ethylaminobenzene,,,
