setid,"Temperature, K","MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Solvent: MolaLity of potassium chloride, mol/kg","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
kqQkq,303.15,0.07616,84.5,0.035,999.266,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,303.15,0.0991,84.5,0.035,999.799,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0,84.5,0.035,995.661,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.00115,84.5,0.035,995.697,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.00211,84.5,0.035,995.73,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.0025,84.5,0.035,995.74,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.00288,84.5,0.035,995.755,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.00418,84.5,0.035,995.798,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.00501,84.5,0.035,995.82,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.00551,84.5,0.035,995.835,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.00627,84.5,0.035,995.862,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.00762,84.5,0.035,995.901,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.00844,84.5,0.035,995.924,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.0098,84.5,0.035,995.963,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.01225,84.5,0.035,996.022,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.01406,84.5,0.035,996.065,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.01527,84.5,0.035,996.099,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.01704,84.5,0.035,996.139,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.01947,84.5,0.035,996.197,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.022,84.5,0.035,996.255,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.02698,84.5,0.035,996.381,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.03169,84.5,0.035,996.504,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.04352,84.5,0.035,996.799,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.06096,84.5,0.035,997.214,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.07616,84.5,0.035,997.575,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,308.15,0.0991,84.5,0.035,998.085,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0,84.5,0.035,993.836,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.00115,84.5,0.035,993.869,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.00211,84.5,0.035,993.901,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.0025,84.5,0.035,993.911,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.00288,84.5,0.035,993.926,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.00418,84.5,0.035,993.966,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.00501,84.5,0.035,993.99,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.00551,84.5,0.035,994.003,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.00627,84.5,0.035,994.029,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.00762,84.5,0.035,994.067,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.00844,84.5,0.035,994.087,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.0098,84.5,0.035,994.127,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.01225,84.5,0.035,994.186,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.01406,84.5,0.035,994.226,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.01527,84.5,0.035,994.257,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.01704,84.5,0.035,994.297,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.01947,84.5,0.035,994.355,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.022,84.5,0.035,994.412,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.02698,84.5,0.035,994.534,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.03169,84.5,0.035,994.651,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.04352,84.5,0.035,994.938,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.06096,84.5,0.035,995.338,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.07616,84.5,0.035,995.688,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
kqQkq,313.15,0.0991,84.5,0.035,996.183,Golabiazar and Sadeghi (2014b),Density,Liquid,AAORlg,[Cl-].[K+],potassium chloride,AADYJk,O,water,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide
