setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
RTMou,288.15,0.7987,101,1338.6,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,288.15,0.8519,101,1354.4,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,288.15,0.8989,101,1367.5,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,288.15,0.9462,101,1379.9,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,298.15,0.0499,101,852.27,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,298.15,0.0996,101,913.15,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,298.15,0.15,101,967.41,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,298.15,0.2001,101,1015.19,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,298.15,0.2994,101,1094.81,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,298.15,0.4004,101,1160.58,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,298.15,0.4997,101,1214.45,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,298.15,0.5999,101,1259.68,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,298.15,0.7019,101,1298.2,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,298.15,0.7987,101,1330.2,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,298.15,0.8519,101,1346,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,298.15,0.8989,101,1359,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,298.15,0.9462,101,1371.5,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,308.15,0.0499,101,843.73,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,308.15,0.0996,101,904.62,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,308.15,0.15,101,958.87,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,308.15,0.2001,101,1006.67,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,308.15,0.2994,101,1086.3,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,308.15,0.4004,101,1152.12,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,308.15,0.4997,101,1206.03,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,308.15,0.5999,101,1251.27,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,308.15,0.7019,101,1289.82,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,308.15,0.7987,101,1321.8,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,308.15,0.8519,101,1337.6,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,308.15,0.8989,101,1350.7,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,308.15,0.9462,101,1363.1,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,318.15,0.0499,101,834.95,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,318.15,0.0996,101,895.92,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,318.15,0.15,101,950.21,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,318.15,0.2001,101,998.06,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,318.15,0.2994,101,1077.77,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,318.15,0.4004,101,1143.67,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,318.15,0.4997,101,1197.63,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,318.15,0.5999,101,1242.91,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,318.15,0.7019,101,1281.48,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,318.15,0.7987,101,1313.5,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,318.15,0.8519,101,1329.3,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,318.15,0.8989,101,1342.3,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,318.15,0.9462,101,1354.8,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,328.15,0.0499,101,825.89,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,328.15,0.0996,101,887.02,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,328.15,0.15,101,941.42,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,328.15,0.2001,101,989.35,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,328.15,0.2994,101,1069.21,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,328.15,0.4004,101,1135.22,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,328.15,0.4997,101,1189.27,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,328.15,0.5999,101,1234.58,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,328.15,0.7019,101,1273.2,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,328.15,0.7987,101,1305.2,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,328.15,0.8519,101,1321,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,328.15,0.8989,101,1334.1,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
RTMou,328.15,0.9462,101,1346.5,Vercher et al. (2011b),Density,Liquid,AALcwx,CC(C)O,propan-2-ol,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,
