setid,"Temperature, K",Mole fraction of water,Mole fraction of ethanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UoHEv,298.15,0.1385,0.379,101,1039.7,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,298.15,0.2046,0.6949,101,899.8,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,298.15,0.3032,0.4202,101,1002.8,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,298.15,0.3486,0.1191,101,1064.03,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,298.15,0.404,0.2881,101,1028.5,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,298.15,0.4093,0.4889,101,935.1,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,298.15,0.6015,0.2484,101,1001.17,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,298.15,0.6986,0.2507,101,957.81,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,298.15,0.7083,0.2007,101,990.42,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,298.15,0.7595,0.0957,101,1033.09,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,298.15,0.8359,0.1156,101,992.82,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,313.15,0.1385,0.379,101,1029.5,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,313.15,0.3032,0.4202,101,992.2,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,313.15,0.3486,0.1191,101,1053.84,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,313.15,0.404,0.2881,101,1018.07,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,313.15,0.4093,0.4889,101,923.5,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,313.15,0.6015,0.2484,101,990.34,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,313.15,0.6986,0.2507,101,946.42,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,313.15,0.7083,0.2007,101,979.58,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,313.15,0.7595,0.0957,101,1022.66,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,313.15,0.8359,0.1156,101,982.93,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,328.15,0.1385,0.379,101,1019.3,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,328.15,0.3032,0.4202,101,981.6,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,328.15,0.3486,0.1191,101,1043.78,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,328.15,0.404,0.2881,101,1007.65,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,328.15,0.6015,0.2484,101,979.36,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,328.15,0.6986,0.2507,101,934.61,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,328.15,0.7083,0.2007,101,968.43,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,343.15,0.1385,0.379,101,1009.3,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
UoHEv,343.15,0.3032,0.4202,101,971,Quijada et al. (2012),Density,Liquid,AAIsrh,CCO,ethanol,AADYJk,O,water,AAiEIE,CC[n+]1ccn(C)c1.N#C[N-]C#N,1-ethyl-3-methylimidazolium dicyanamide
