setid,"Temperature, K",Mole fraction of 1-butyl-3-methylpyridinium tetrafluoroborate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZqJEQ,298.15,0,101,1245.38,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,298.15,0.0227,101,1246.13,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,298.15,0.0509,101,1244.86,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,298.15,0.0761,101,1243.1,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,298.15,0.1085,101,1240.3,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,298.15,0.1406,101,1237.27,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,298.15,0.1744,101,1234.07,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,298.15,0.2144,101,1230.17,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,298.15,0.2576,101,1226.03,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,298.15,0.297,101,1222.55,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,298.15,0.3941,101,1214.43,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,298.15,0.492,101,1207.39,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,298.15,0.5833,101,1201.45,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,298.15,0.677,101,1196.23,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,298.15,0.8093,101,1190.16,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,298.15,0.8959,101,1186.81,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,298.15,1,101,1183.2,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,318.15,0,101,1216.21,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,318.15,0.0223,101,1218.48,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,318.15,0.0492,101,1218.67,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,318.15,0.0711,101,1218.23,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,318.15,0.1135,101,1216.38,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,318.15,0.1818,101,1211.63,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,318.15,0.2943,101,1203.55,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,318.15,0.3965,101,1196.65,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,318.15,0.4802,101,1191.56,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,318.15,0.5885,101,1185.43,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,318.15,0.7001,101,1180.31,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,318.15,0.791,101,1176.56,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,318.15,0.8998,101,1172.6,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
ZqJEQ,318.15,1,101,1169.42,Fernandez et al. (2015),Density,Liquid,AATBwO,ClCCCl,"1,2-dichloroethane",AAtejH,CCCC[n+]1cccc(C)c1.F[B-](F)(F)F,1-butyl-3-methylpyridinium tetrafluoroborate,,,
