setid,"Temperature, K","Mole fraction of methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NAcZz,298.15,0.1,101.3,1010.6,Deenadayalu et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
NAcZz,298.15,0.1999,101.3,1048.5,Deenadayalu et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
NAcZz,298.15,0.3995,101.3,1081.4,Deenadayalu et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
NAcZz,298.15,0.5,101.3,1089.8,Deenadayalu et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
NAcZz,298.15,0.6659,101.3,1098.9,Deenadayalu et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
NAcZz,298.15,0.7709,101.3,1102.9,Deenadayalu et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
NAcZz,303.15,0.1,101.3,1006.9,Deenadayalu et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
NAcZz,303.15,0.1999,101.3,1046,Deenadayalu et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
NAcZz,303.15,0.3995,101.3,1079.2,Deenadayalu et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
NAcZz,303.15,0.5,101.3,1087.5,Deenadayalu et al. (2010a),Density,Liquid,AAOMHN,COC(C)=O,methyl ethanoate,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
