setid,"Temperature, K",Mole fraction of 2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
mAXai,298.15,0,101,805.77,Domanska et al. (2012e),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
mAXai,298.15,0.0686,101,931.8,Domanska et al. (2012e),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
mAXai,298.15,0.2063,101,1082.19,Domanska et al. (2012e),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
mAXai,298.15,0.3085,101,1150.04,Domanska et al. (2012e),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
mAXai,298.15,0.3933,101,1191.12,Domanska et al. (2012e),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
mAXai,298.15,0.4968,101,1229.36,Domanska et al. (2012e),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
mAXai,298.15,0.5964,101,1258,Domanska et al. (2012e),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
mAXai,298.15,0.6866,101,1279.01,Domanska et al. (2012e),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
mAXai,298.15,0.8292,101,1305.6,Domanska et al. (2012e),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
mAXai,298.15,0.9135,101,1318.8,Domanska et al. (2012e),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
mAXai,298.15,0.952,101,1324.3,Domanska et al. (2012e),Density,Liquid,AAONVE,CCCCO,butan-1-ol,ABwZJz,CCCCCCCC[n+]1ccc2ccccc2c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,2-octylisoquinolinium bis((trifluoromethyl)sulfonyl)amide,,,
