setid,"Temperature, K",Mole fraction of ethanol,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
JjJsp,298.15,0.9445,100,863.52,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,298.15,1,100,785.46,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,313.15,0,100,1203.5,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,313.15,0.0651,100,1195.7,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,313.15,0.0922,100,1192.4,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,313.15,0.2011,100,1177.2,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,313.15,0.3091,100,1158.9,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,313.15,0.402,100,1139.6,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,313.15,0.491,100,1117,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,313.15,0.5788,100,1089.92,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,313.15,0.7142,100,1032.43,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,313.15,0.807,100,977.5,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,313.15,0.895,100,905.22,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,313.15,0.9445,100,851.11,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,313.15,1,100,772,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,328.15,0,100,1193.6,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,328.15,0.0651,100,1185.7,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,328.15,0.0922,100,1182.4,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,328.15,0.2011,100,1167.1,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,328.15,0.3091,100,1148.6,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,328.15,0.402,100,1129.1,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,328.15,0.491,100,1106.5,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,328.15,0.5788,100,1079.14,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,328.15,0.7142,100,1021.2,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,328.15,0.807,100,965.92,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,328.15,0.895,100,893.02,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,328.15,0.9445,100,838.48,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
JjJsp,328.15,1,100,758.55,Gonzalez et al. (2008a),Density,Liquid,AAIsrh,CCO,ethanol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
