setid,Weight fraction of ethyl acetate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
zPWdi,0.339,101,313,1001.9,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.403,101,313,976.7,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.42,101,313,972.1,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.481,101,313,957.5,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.494,101,313,955.2,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.543,101,313,945.8,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.586,101,313,938.4,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.586,101,313,938.5,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.591,101,313,937.6,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.665,101,313,925.7,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.667,101,313,925.4,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.735,101,313,915.1,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.745,101,313,913.7,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.819,101,313,902.9,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.841,101,313,899.7,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.897,101,313,891.5,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.943,101,313,884.7,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
zPWdi,0.999,101,313,876.5,Naydenov and Bart (2007),Density,Liquid mixture 1,Liquid mixture 2,,18,AALcAl,CC(=O)O,acetic acid,AAQxSq,CCOC(C)=O,ethyl acetate
