setid,"Temperature, K",Mole fraction of 1-octyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
YzMVN,293.15,0,100,719.6,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YzMVN,293.15,0.0913,100,857.1,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YzMVN,293.15,0.2028,100,969.63,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YzMVN,293.15,0.3029,100,1039.55,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YzMVN,293.15,0.4371,100,1104.65,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YzMVN,293.15,0.5324,100,1138.8,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YzMVN,293.15,0.6323,100,1167.53,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YzMVN,293.15,0.737,100,1191.9,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YzMVN,293.15,0.782,100,1201.2,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
YzMVN,293.15,0.9024,100,1223.5,Vaid et al. (2015b),Density,Liquid,AALTAi,CCCN,propan-1-amine,ABNWoR,CCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-octyl-3-methylimidazolium hexafluorophosphate,,,
