setid,"Temperature, K","Mole fraction of methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WoyCI,298.15,0.0654,101,894.2,Bahadur et al. (2012),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
WoyCI,298.15,0.1397,101,956.2,Bahadur et al. (2012),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
WoyCI,298.15,0.2623,101,1013.8,Bahadur et al. (2012),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
WoyCI,298.15,0.3282,101,1033.4,Bahadur et al. (2012),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
WoyCI,298.15,0.4054,101,1050.6,Bahadur et al. (2012),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
WoyCI,298.15,0.5045,101,1066.7,Bahadur et al. (2012),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
WoyCI,298.15,0.6051,101,1078.5,Bahadur et al. (2012),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
WoyCI,298.15,0.7046,101,1087.3,Bahadur et al. (2012),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
WoyCI,298.15,0.808,101,1094.6,Bahadur et al. (2012),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
WoyCI,298.15,0.9067,101,1100.8,Bahadur et al. (2012),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
WoyCI,303.15,0.0654,101,890.3,Bahadur et al. (2012),Density,Liquid,AAONLE,CCC(C)O,butan-2-ol,ACUobF,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",,,
