setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
wvbkg,298.15,0,100.7,876,Malek and Ijardar (2016),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wvbkg,298.15,0.11,100.7,1002.7,Malek and Ijardar (2016),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wvbkg,298.15,0.2089,100.7,1091.17,Malek and Ijardar (2016),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wvbkg,298.15,0.2993,100.7,1157.05,Malek and Ijardar (2016),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wvbkg,298.15,0.393,100.7,1214.08,Malek and Ijardar (2016),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wvbkg,298.15,0.4847,100.7,1261.35,Malek and Ijardar (2016),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wvbkg,298.15,0.5739,100.7,1300.9,Malek and Ijardar (2016),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wvbkg,298.15,0.687,100.7,1344.53,Malek and Ijardar (2016),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wvbkg,298.15,0.7791,100.7,1375.41,Malek and Ijardar (2016),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
wvbkg,298.15,0.9056,100.7,1412.56,Malek and Ijardar (2016),Density,Liquid,AAWRvN,CCCCOC(C)=O,butyl ethanoate,ABchwx,CCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,,,
