setid,"MolaRity of tetraoctylammonium bromide, mol/dm3","Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
okOkr,0,101,298.15,936.17,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACBIrh,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],tetraoctylammonium bromide,,,
okOkr,0.01142,101,298.15,936.77,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACBIrh,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],tetraoctylammonium bromide,,,
okOkr,0.03045,101,298.15,937.7,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACBIrh,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],tetraoctylammonium bromide,,,
okOkr,0.04951,101,298.15,938.58,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACBIrh,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],tetraoctylammonium bromide,,,
okOkr,0.06854,101,298.15,939.43,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACBIrh,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],tetraoctylammonium bromide,,,
okOkr,0.08952,101,298.15,940.32,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACBIrh,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],tetraoctylammonium bromide,,,
okOkr,0.11042,101,298.15,941.18,Das et al. (2004),Density,Liquid,AAQngv,CC(=O)N(C)C,"N,N-dimethylethanamide",ACBIrh,CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Br-],tetraoctylammonium bromide,,,
