setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
catyR,278.15,0.00531,100,1000.1,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,278.15,0.01121,100,1000.1,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,278.15,0.02114,100,1000.3,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,278.15,0.03125,100,1000.5,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,278.15,0.04066,100,1000.6,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,278.15,0.05132,100,1000.8,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,278.15,0.06107,100,1001,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,278.15,0.07573,100,1001.2,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,278.15,0.10616,100,1001.7,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,283.15,0.00531,100,999.8,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,283.15,0.01121,100,999.9,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,283.15,0.02114,100,1000,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,283.15,0.03125,100,1000.2,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,283.15,0.04066,100,1000.3,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,283.15,0.05132,100,1000.5,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,283.15,0.06107,100,1000.6,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,283.15,0.07573,100,1000.9,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,283.15,0.10616,100,1001.4,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,288.15,0.00531,100,999.2,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,288.15,0.01121,100,999.3,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,288.15,0.02114,100,999.4,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
catyR,288.15,0.03125,100,999.5,Tomas et al. (2018),Density,Liquid,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,AADYJk,O,water,,,
