setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium thiocyanate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OxEAJ,298.15,0.2,101,1028.4,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,298.15,0.3,101,1049.2,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,298.15,0.4,101,1056.2,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,298.15,0.5,101,1073.6,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,298.15,0.6,101,1088.6,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,298.15,0.7,101,1094.5,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,298.15,0.8,101,1103.5,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,303.15,0.2,101,1024.7,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,303.15,0.3,101,1045.7,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,303.15,0.4,101,1052.8,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,303.15,0.5,101,1070.3,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,303.15,0.6,101,1085.4,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,303.15,0.7,101,1091.3,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,303.15,0.8,101,1100.3,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,308.15,0.2,101,1021,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,308.15,0.3,101,1042.2,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,308.15,0.4,101,1049.3,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,308.15,0.5,101,1066.9,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,308.15,0.6,101,1082.2,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,308.15,0.7,101,1088.2,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,308.15,0.8,101,1097.2,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,313.15,0.2,101,1017.4,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,313.15,0.3,101,1038.8,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,313.15,0.4,101,1045.8,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,313.15,0.5,101,1063.6,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,313.15,0.6,101,1079,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,313.15,0.7,101,1085,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,313.15,0.8,101,1094.1,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,318.15,0.2,101,1013.7,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,318.15,0.3,101,1035.3,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,318.15,0.4,101,1042.4,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,318.15,0.5,101,1060.4,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,318.15,0.6,101,1075.8,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,318.15,0.7,101,1081.9,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,318.15,0.8,101,1091,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,323.15,0.2,101,1010.1,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,323.15,0.3,101,1031.9,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,323.15,0.4,101,1039,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,323.15,0.5,101,1057.1,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,323.15,0.6,101,1072.6,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,323.15,0.7,101,1078.8,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
OxEAJ,323.15,0.8,101,1087.9,Anantharaj and Banerjee (2011),Density,Liquid,AAMuTE,c1cc[nH]c1,pyrrole,AAgcST,CC[n+]1ccn(C)c1.N#C[S-],1-ethyl-3-methylimidazolium thiocyanate,,,
