setid,"Temperature, K",Mole fraction of 1-ethyl-1-methylpyrrolidinium glycolate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ObZRj,298.15,0,100,997.1,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,298.15,0.0541,100,1057.7,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,298.15,0.1293,100,1100.6,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,298.15,0.2024,100,1118.3,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,298.15,0.2905,100,1127.2,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,298.15,0.3464,100,1130,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,298.15,0.4258,100,1132.3,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,298.15,0.5357,100,1133.9,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,298.15,0.6086,100,1134.3,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,298.15,0.729,100,1134.7,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,298.15,0.825,100,1134.5,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,298.15,0.8839,100,1134.3,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,303.15,0,100,995.7,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,303.15,0.0541,100,1055.1,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,303.15,0.1293,100,1097.2,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,303.15,0.2024,100,1114.7,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,303.15,0.2905,100,1123.6,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,303.15,0.3464,100,1126.5,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,303.15,0.4258,100,1128.8,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,303.15,0.5357,100,1130.4,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,303.15,0.6086,100,1130.9,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,303.15,0.729,100,1131.3,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,303.15,0.825,100,1131.1,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,303.15,0.8839,100,1130.9,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,308.15,0,100,994,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,308.15,0.0541,100,1052.3,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,308.15,0.1293,100,1093.7,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,308.15,0.2024,100,1111.2,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,308.15,0.2905,100,1120.1,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,308.15,0.3464,100,1123,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,308.15,0.4258,100,1125.4,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
ObZRj,308.15,0.5357,100,1127,Krolikowska et al. (2017),Density,Liquid,AAkUnP,CC[N+]1(C)CCCC1.O=C([O-])CO,1-ethyl-1-methylpyrrolidinium glycolate,AADYJk,O,water,,,
