setid,Mole fraction of hexane,"Mole fraction of 1,4-dimethylbenzene","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
xYChf,0,0.123,298.15,101,1211,Gonzalez et al. (2011e),Density,Liquid,AAUVGQ,Cc1ccc(C)cc1,"1,4-dimethylbenzene",AAQdzy,CCCCCC,hexane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
xYChf,0.004,0.06,298.15,101,1223.9,Gonzalez et al. (2011e),Density,Liquid,AAUVGQ,Cc1ccc(C)cc1,"1,4-dimethylbenzene",AAQdzy,CCCCCC,hexane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
xYChf,0.004,0.079,298.15,101,1219.8,Gonzalez et al. (2011e),Density,Liquid,AAUVGQ,Cc1ccc(C)cc1,"1,4-dimethylbenzene",AAQdzy,CCCCCC,hexane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
xYChf,0.006,0.041,298.15,101,1227.5,Gonzalez et al. (2011e),Density,Liquid,AAUVGQ,Cc1ccc(C)cc1,"1,4-dimethylbenzene",AAQdzy,CCCCCC,hexane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
xYChf,0.012,0.023,298.15,101,1230.4,Gonzalez et al. (2011e),Density,Liquid,AAUVGQ,Cc1ccc(C)cc1,"1,4-dimethylbenzene",AAQdzy,CCCCCC,hexane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
xYChf,0.015,0,298.15,101,1234.5,Gonzalez et al. (2011e),Density,Liquid,AAUVGQ,Cc1ccc(C)cc1,"1,4-dimethylbenzene",AAQdzy,CCCCCC,hexane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
