setid,Mole fraction of hexane,"Mole fraction of 1,2-dimethylbenzene","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LixLP,0,0.142,298.15,101,1207.7,Gonzalez et al. (2011e),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",AAQdzy,CCCCCC,hexane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
LixLP,0.002,0.045,298.15,101,1226.8,Gonzalez et al. (2011e),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",AAQdzy,CCCCCC,hexane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
LixLP,0.002,0.082,298.15,101,1219.9,Gonzalez et al. (2011e),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",AAQdzy,CCCCCC,hexane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
LixLP,0.002,0.1,298.15,101,1217,Gonzalez et al. (2011e),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",AAQdzy,CCCCCC,hexane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
LixLP,0.003,0.118,298.15,101,1213.3,Gonzalez et al. (2011e),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",AAQdzy,CCCCCC,hexane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
LixLP,0.006,0.062,298.15,101,1223.2,Gonzalez et al. (2011e),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",AAQdzy,CCCCCC,hexane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
LixLP,0.01,0.023,298.15,101,1231,Gonzalez et al. (2011e),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",AAQdzy,CCCCCC,hexane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
LixLP,0.015,0,298.15,101,1234.5,Gonzalez et al. (2011e),Density,Liquid,AAUVtU,Cc1ccccc1C,"1,2-dimethylbenzene",AAQdzy,CCCCCC,hexane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
