setid,"Temperature, K","MolaLity of 1-butyl-3-methylimidazolium dicyanamide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
snsjV,293.15,0.0564,101.3,812.2,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,293.15,0.1049,101.3,814.3,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,293.15,0.156,101.3,816.47,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,293.15,0.204,101.3,818.49,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,293.15,0.2581,101.3,820.7,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,293.15,0.5068,101.3,830.31,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,293.15,0.7637,101.3,839.41,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,293.15,1.0065,101.3,847.36,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,293.15,1.2711,101.3,855.38,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,293.15,1.5164,101.3,862.28,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,293.15,1.7657,101.3,868.85,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,293.15,2.0042,101.3,874.76,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,293.15,2.5094,101.3,886.17,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,293.15,2.9929,101.3,895.87,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,293.15,3.5355,101.3,905.44,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,308.15,0.0564,101.3,800.77,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,308.15,0.1049,101.3,802.91,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,308.15,0.156,101.3,805.11,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,308.15,0.204,101.3,807.15,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,308.15,0.2581,101.3,809.41,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,308.15,0.5068,101.3,819.12,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,308.15,0.7637,101.3,828.32,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,308.15,1.0065,101.3,836.34,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,308.15,1.2711,101.3,844.45,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,308.15,1.5164,101.3,851.41,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,308.15,1.7657,101.3,858.05,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,308.15,2.0042,101.3,864.01,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,308.15,2.5094,101.3,875.53,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,308.15,2.9929,101.3,885.33,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,308.15,3.5355,101.3,895.01,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
snsjV,323.15,0.0564,101.3,788.99,Calvar et al. (2012c),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAnYjG,CCCC[n+]1ccn(C)c1.N#C[N-]C#N,1-butyl-3-methylimidazolium dicyanamide,,,
