setid,"MolaLity of 1-ethyl-3-methylimidazolium chloride, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ujyTh,0.3,288.15,101,1004.3,Gaba et al. (2017a),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
ujyTh,0.3,298.15,101,1002.1,Gaba et al. (2017a),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
ujyTh,0.3,308.15,101,998.9,Gaba et al. (2017a),Density,Liquid,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,AADYJk,O,water,,,
